OG,Gene,Species
N2.HOG0001068,scaffold1942.g1,Aurelia
N2.HOG0001069,scaffold56.g41,Aurelia
N2.HOG0001070,scaffold2488.g8,Aurelia
N2.HOG0001071,scaffold1679.g8,Aurelia
N2.HOG0001072,scaffold2372.g1,Aurelia
N2.HOG0001073,scaffold743.g11,Aurelia
N2.HOG0001075,scaffold2030.g2,Aurelia
N2.HOG0001076,scaffold3081.g2,Aurelia
N2.HOG0001078,scaffold4456.g1,Aurelia
N2.HOG0001079,scaffold8.g27,Aurelia
N2.HOG0001080,scaffold51.g36,Aurelia
N2.HOG0001081,scaffold931.g9,Aurelia
N2.HOG0001082,scaffold168.g25,Aurelia
N2.HOG0001084,scaffold1442.g3,Aurelia
N2.HOG0001087,scaffold636.g8,Aurelia
N2.HOG0001089,scaffold1488.g5,Aurelia
N2.HOG0001090,scaffold113.g32,Aurelia
N2.HOG0001091,scaffold583.g12,Aurelia
N2.HOG0001094,scaffold705.g9,Aurelia
N2.HOG0001095,scaffold180.g24,Aurelia
N2.HOG0001107,scaffold454.g15,Aurelia
N2.HOG0001108,scaffold2377.g2,Aurelia
N2.HOG0001110,scaffold2008.g4,Aurelia
N2.HOG0001111,scaffold2831.g2,Aurelia
N2.HOG0001112,scaffold1525.g5,Aurelia
N2.HOG0001114,scaffold2014.g3,Aurelia
N2.HOG0001115,scaffold156.g3,Aurelia
N2.HOG0001116,scaffold2.g41,Aurelia
N2.HOG0001119,scaffold476.g9,Aurelia
N2.HOG0001120,scaffold210.g26,Aurelia
N2.HOG0001124,scaffold443.g18,Aurelia
N2.HOG0001125,scaffold904.g11,Aurelia
N2.HOG0001129,scaffold2265.g3,Aurelia
N2.HOG0001131,scaffold7433.g1,Aurelia
N2.HOG0001132,scaffold132.g17,Aurelia
N2.HOG0001133,scaffold777.g3,Aurelia
N2.HOG0001136,scaffold366.g16,Aurelia
N2.HOG0001137,scaffold1465.g5,Aurelia
N2.HOG0001138,scaffold220.g6,Aurelia
N2.HOG0001140,scaffold252.g22,Aurelia
N2.HOG0001143,scaffold2532.g3,Aurelia
N2.HOG0001144,scaffold3200.g2,Aurelia
N2.HOG0001149,scaffold1573.g3,Aurelia
N2.HOG0001150,scaffold3231.g2,Aurelia
N2.HOG0001151,scaffold2140.g2,Aurelia
N2.HOG0001152,scaffold6892.g1,Aurelia
N2.HOG0001153,scaffold1890.g4,Aurelia
N2.HOG0001167,scaffold2716.g1,Aurelia
N2.HOG0001168,scaffold3912.g2,Aurelia
N2.HOG0001169,scaffold1631.g4,Aurelia
N2.HOG0001170,scaffold2516.g1,Aurelia
N2.HOG0001171,scaffold2614.g3,Aurelia
N2.HOG0001172,scaffold56.g35,Aurelia
N2.HOG0001173,scaffold1976.g1,Aurelia
N2.HOG0001184,scaffold1925.g4,Aurelia
N2.HOG0001185,scaffold1085.g4,Aurelia
N2.HOG0001186,scaffold358.g1,Aurelia
N2.HOG0001187,scaffold1239.g1,Aurelia
N2.HOG0001188,scaffold2614.g1,Aurelia
N2.HOG0001189,scaffold1204.g3,Aurelia
N2.HOG0001196,scaffold2.g24,Aurelia
N2.HOG0001197,scaffold2768.g2,Aurelia
N2.HOG0001198,scaffold2012.g4,Aurelia
N2.HOG0001199,scaffold1225.g4,Aurelia
N2.HOG0001201,scaffold155.g26,Aurelia
N2.HOG0001205,scaffold121.g24,Aurelia
N2.HOG0001206,scaffold121.g25,Aurelia
N2.HOG0001208,scaffold1424.g7,Aurelia
N2.HOG0001212,scaffold692.g10,Aurelia
N2.HOG0001214,scaffold1608.g2,Aurelia
N2.HOG0001215,scaffold47.g14,Aurelia
N2.HOG0001216,scaffold1395.g2,Aurelia
N2.HOG0001217,scaffold493.g2,Aurelia
N2.HOG0001218,scaffold732.g11,Aurelia
N2.HOG0001223,scaffold732.g7,Aurelia
N2.HOG0001225,scaffold732.g15,Aurelia
N2.HOG0001226,scaffold2298.g3,Aurelia
N2.HOG0001229,scaffold490.g2,Aurelia
N2.HOG0001230,scaffold873.g11,Aurelia
N2.HOG0001235,scaffold464.g8,Aurelia
N2.HOG0001236,scaffold9.g40,Aurelia
N2.HOG0001240,scaffold795.g3,Aurelia
N2.HOG0001243,scaffold231.g15,Aurelia
N2.HOG0001244,scaffold1543.g2,Aurelia
N2.HOG0001245,scaffold32.g31,Aurelia
N2.HOG0001247,scaffold1215.g3,Aurelia
N2.HOG0001248,scaffold392.g29,Aurelia
N2.HOG0001251,scaffold46.g26,Aurelia
N2.HOG0001252,scaffold2503.g2,Aurelia
N2.HOG0001253,scaffold852.g7,Aurelia
N2.HOG0001255,scaffold4046.g1,Aurelia
N2.HOG0001256,scaffold49.g17,Aurelia
N2.HOG0001257,scaffold4.g51,Aurelia
N2.HOG0001259,scaffold1365.g8,Aurelia
N2.HOG0001260,scaffold1645.g2,Aurelia
N2.HOG0001261,scaffold2525.g2,Aurelia
N2.HOG0001262,scaffold6427.g2,Aurelia
N2.HOG0001263,scaffold2935.g2,Aurelia
N2.HOG0001264,scaffold2446.g1,Aurelia
N2.HOG0001265,scaffold2799.g2,Aurelia
N2.HOG0001266,scaffold2938.g3,Aurelia
N2.HOG0001269,scaffold35.g12,Aurelia
N2.HOG0001270,scaffold1796.g1,Aurelia
N2.HOG0001271,scaffold1003.g6,Aurelia
N2.HOG0001272,scaffold25.g26,Aurelia
N2.HOG0001273,scaffold6477.g2,Aurelia
N2.HOG0001274,scaffold340.g7,Aurelia
N2.HOG0001275,scaffold197.g17,Aurelia
N2.HOG0001276,scaffold1733.g9,Aurelia
N2.HOG0001277,scaffold590.g10,Aurelia
N2.HOG0001278,scaffold590.g7,Aurelia
N2.HOG0001279,scaffold197.g22,Aurelia
N2.HOG0001284,scaffold3001.g1,Aurelia
N2.HOG0001285,scaffold185.g4,Aurelia
N2.HOG0001288,scaffold3121.g3,Aurelia
N2.HOG0001290,scaffold5407.g1,Aurelia
N2.HOG0001291,scaffold2345.g1,Aurelia
N2.HOG0001294,scaffold726.g2,Aurelia
N2.HOG0001297,scaffold91.g6,Aurelia
N2.HOG0001298,scaffold3904.g1,Aurelia
N2.HOG0001300,scaffold119.g23,Aurelia
N2.HOG0001301,scaffold1052.g1,Aurelia
N2.HOG0001304,scaffold13.g45,Aurelia
N2.HOG0001305,scaffold110.g9,Aurelia
N2.HOG0001306,scaffold1091.g4,Aurelia
N2.HOG0001307,scaffold470.g2,Aurelia
N2.HOG0001308,scaffold75.g7,Aurelia
N2.HOG0001309,scaffold712.g2,Aurelia
N2.HOG0001310,scaffold422.g17,Aurelia
N2.HOG0001311,scaffold687.g6,Aurelia
N2.HOG0001316,scaffold199.g17,Aurelia
N2.HOG0001317,scaffold4332.g2,Aurelia
N2.HOG0001322,scaffold1107.g4,Aurelia
N2.HOG0001323,scaffold2756.g2,Aurelia
N2.HOG0001324,scaffold4461.g2,Aurelia
N2.HOG0001327,scaffold1249.g3,Aurelia
N2.HOG0001328,scaffold2363.g1,Aurelia
N2.HOG0001331,scaffold2800.g1,Aurelia
N2.HOG0001335,scaffold104.g10,Aurelia
N2.HOG0001336,scaffold681.g3,Aurelia
N2.HOG0001337,scaffold2138.g5,Aurelia
N2.HOG0001338,scaffold65.g18,Aurelia
N2.HOG0001339,scaffold130.g18,Aurelia
N2.HOG0001340,scaffold16.g15,Aurelia
N2.HOG0001341,scaffold3253.g1,Aurelia
N2.HOG0001342,scaffold94.g12,Aurelia
N2.HOG0001343,scaffold2199.g2,Aurelia
N2.HOG0001344,scaffold636.g3,Aurelia
N2.HOG0001345,scaffold2.g26,Aurelia
N2.HOG0001347,scaffold594.g2,Aurelia
N2.HOG0001348,scaffold230.g7,Aurelia
N2.HOG0001351,scaffold758.g3,Aurelia
N2.HOG0001355,scaffold78.g24,Aurelia
N2.HOG0001357,scaffold44.g37,Aurelia
N2.HOG0001358,scaffold4558.g1,Aurelia
N2.HOG0001371,scaffold3931.g1,Aurelia
N2.HOG0001373,scaffold1563.g2,Aurelia
N2.HOG0001374,scaffold318.g4,Aurelia
N2.HOG0001375,scaffold2293.g2,Aurelia
N2.HOG0001377,scaffold169.g1,Aurelia
N2.HOG0001378,scaffold458.g11,Aurelia
N2.HOG0001379,scaffold27.g21,Aurelia
N2.HOG0001380,scaffold1913.g3,Aurelia
N2.HOG0001381,scaffold2158.g4,Aurelia
N2.HOG0001382,scaffold1630.g4,Aurelia
N2.HOG0001383,scaffold441.g11,Aurelia
N2.HOG0001384,scaffold515.g1,Aurelia
N2.HOG0001388,scaffold905.g7,Aurelia
N2.HOG0001389,scaffold185.g16,Aurelia
N2.HOG0001390,scaffold1147.g6,Aurelia
N2.HOG0001393,scaffold4143.g2,Aurelia
N2.HOG0001394,scaffold4127.g2,Aurelia
N2.HOG0001395,scaffold1763.g4,Aurelia
N2.HOG0001398,scaffold328.g13,Aurelia
N2.HOG0001401,scaffold1792.g1,Aurelia
N2.HOG0001402,scaffold4167.g1,Aurelia
N2.HOG0001403,scaffold91.g39,Aurelia
N2.HOG0001404,scaffold272.g32,Aurelia
N2.HOG0001407,scaffold1001.g3,Aurelia
N2.HOG0001411,scaffold360.g14,Aurelia
N2.HOG0001412,scaffold906.g4,Aurelia
N2.HOG0001413,scaffold1944.g2,Aurelia
N2.HOG0001414,scaffold125.g4,Aurelia
N2.HOG0001415,scaffold1230.g6,Aurelia
N2.HOG0001416,scaffold1421.g8,Aurelia
N2.HOG0001419,scaffold693.g1,Aurelia
N2.HOG0001420,scaffold1411.g5,Aurelia
N2.HOG0001423,scaffold881.g5,Aurelia
N2.HOG0001425,scaffold2165.g3,Aurelia
N2.HOG0001426,scaffold351.g6,Aurelia
N2.HOG0001428,scaffold416.g9,Aurelia
N2.HOG0001429,scaffold4500.g1,Aurelia
N2.HOG0001432,scaffold2273.g1,Aurelia
N2.HOG0001433,scaffold488.g8,Aurelia
N2.HOG0001434,scaffold52.g12,Aurelia
N2.HOG0001435,scaffold3499.g3,Aurelia
N2.HOG0001436,scaffold2255.g3,Aurelia
N2.HOG0001440,scaffold136.g17,Aurelia
N2.HOG0001442,scaffold210.g25,Aurelia
N2.HOG0001443,scaffold1055.g1,Aurelia
N2.HOG0001444,scaffold129.g29,Aurelia
N2.HOG0001450,scaffold749.g4,Aurelia
N2.HOG0001451,scaffold469.g15,Aurelia
N2.HOG0001457,scaffold246.g1,Aurelia
N2.HOG0001460,scaffold108.g8,Aurelia
N2.HOG0001461,scaffold788.g3,Aurelia
N2.HOG0001462,scaffold583.g13,Aurelia
N2.HOG0001463,scaffold887.g1,Aurelia
N2.HOG0001464,scaffold3582.g1,Aurelia
N2.HOG0001466,scaffold4652.g1,Aurelia
N2.HOG0001467,scaffold940.g8,Aurelia
N2.HOG0001469,scaffold3574.g3,Aurelia
N2.HOG0001470,scaffold29.g40,Aurelia
N2.HOG0001472,scaffold65.g15,Aurelia
N2.HOG0001474,scaffold29.g39,Aurelia
N2.HOG0001475,scaffold65.g7,Aurelia
N2.HOG0001476,scaffold118.g23,Aurelia
N2.HOG0001478,scaffold2102.g4,Aurelia
N2.HOG0001479,scaffold4614.g1,Aurelia
N2.HOG0001480,scaffold266.g3,Aurelia
N2.HOG0001481,scaffold2274.g1,Aurelia
N2.HOG0001482,scaffold3397.g1,Aurelia
N2.HOG0001483,scaffold3571.g2,Aurelia
N2.HOG0001484,scaffold1005.g1,Aurelia
N2.HOG0001485,scaffold897.g12,Aurelia
N2.HOG0001486,scaffold1275.g4,Aurelia
N2.HOG0001492,scaffold271.g3,Aurelia
N2.HOG0001493,scaffold2361.g1,Aurelia
N2.HOG0001496,scaffold1279.g6,Aurelia
N2.HOG0001497,scaffold1121.g2,Aurelia
N2.HOG0001498,scaffold1122.g7,Aurelia
N2.HOG0001499,scaffold99.g21,Aurelia
N2.HOG0001500,scaffold492.g4,Aurelia
N2.HOG0001501,scaffold99.g24,Aurelia
N2.HOG0001508,scaffold85.g14,Aurelia
N2.HOG0001509,scaffold372.g8,Aurelia
N2.HOG0001512,scaffold4.g29,Aurelia
N2.HOG0001516,scaffold4974.g1,Aurelia
N2.HOG0001517,scaffold112.g2,Aurelia
N2.HOG0001520,scaffold573.g6,Aurelia
N2.HOG0001521,scaffold5324.g1,Aurelia
N2.HOG0001522,scaffold788.g5,Aurelia
N2.HOG0001523,scaffold1922.g7,Aurelia
N2.HOG0001524,scaffold369.g1,Aurelia
N2.HOG0001525,scaffold67.g42,Aurelia
N2.HOG0001526,scaffold197.g27,Aurelia
N2.HOG0001527,scaffold84.g24,Aurelia
N2.HOG0001528,scaffold4757.g1,Aurelia
N2.HOG0001530,scaffold1493.g1,Aurelia
N2.HOG0001531,scaffold76.g6,Aurelia
N2.HOG0001532,scaffold397.g6,Aurelia
N2.HOG0001533,scaffold63.g14,Aurelia
N2.HOG0001534,scaffold1097.g7,Aurelia
N2.HOG0001541,scaffold164.g15,Aurelia
N2.HOG0001542,scaffold145.g12,Aurelia
N2.HOG0001543,scaffold743.g7,Aurelia
N2.HOG0001547,scaffold3199.g1,Aurelia
N2.HOG0001550,scaffold361.g2,Aurelia
N2.HOG0001551,scaffold19.g30,Aurelia
N2.HOG0001554,scaffold873.g6,Aurelia
N2.HOG0001557,scaffold1342.g7,Aurelia
N2.HOG0001558,scaffold63.g39,Aurelia
N2.HOG0001559,scaffold3916.g2,Aurelia
N2.HOG0001561,scaffold2378.g2,Aurelia
N2.HOG0001563,scaffold2096.g1,Aurelia
N2.HOG0001565,scaffold215.g3,Aurelia
N2.HOG0001566,scaffold562.g3,Aurelia
N2.HOG0001568,scaffold706.g10,Aurelia
N2.HOG0001569,scaffold2002.g2,Aurelia
N2.HOG0001570,scaffold597.g4,Aurelia
N2.HOG0001571,scaffold93.g25,Aurelia
N2.HOG0001572,scaffold101.g9,Aurelia
N2.HOG0001574,scaffold4.g63,Aurelia
N2.HOG0001575,scaffold1269.g1,Aurelia
N2.HOG0001576,scaffold45.g38,Aurelia
N2.HOG0001577,scaffold1111.g1,Aurelia
N2.HOG0001578,scaffold2956.g1,Aurelia
N2.HOG0001580,scaffold1557.g3,Aurelia
N2.HOG0001581,scaffold192.g24,Aurelia
N2.HOG0001582,scaffold1027.g4,Aurelia
N2.HOG0001585,scaffold116.g19,Aurelia
N2.HOG0001588,scaffold77.g11,Aurelia
N2.HOG0001589,scaffold306.g5,Aurelia
N2.HOG0001591,scaffold211.g23,Aurelia
N2.HOG0001592,scaffold57.g28,Aurelia
N2.HOG0001594,scaffold5531.g2,Aurelia
N2.HOG0001597,scaffold300.g15,Aurelia
N2.HOG0001600,scaffold877.g2,Aurelia
N2.HOG0001601,scaffold1589.g3,Aurelia
N2.HOG0001607,scaffold6541.g2,Aurelia
N2.HOG0001608,scaffold887.g5,Aurelia
N2.HOG0001611,scaffold54.g41,Aurelia
N2.HOG0001612,scaffold1065.g4,Aurelia
N2.HOG0001617,scaffold29.g49,Aurelia
N2.HOG0001618,scaffold3292.g1,Aurelia
N2.HOG0001620,scaffold246.g23,Aurelia
N2.HOG0001622,scaffold912.g6,Aurelia
N2.HOG0001623,scaffold2916.g1,Aurelia
N2.HOG0001624,scaffold52.g22,Aurelia
N2.HOG0001626,scaffold988.g1,Aurelia
N2.HOG0001627,scaffold559.g20,Aurelia
N2.HOG0001628,scaffold182.g18,Aurelia
N2.HOG0001629,scaffold182.g5,Aurelia
N2.HOG0001630,scaffold597.g20,Aurelia
N2.HOG0001631,scaffold486.g14,Aurelia
N2.HOG0001633,scaffold1563.g9,Aurelia
N2.HOG0001634,scaffold479.g9,Aurelia
N2.HOG0001635,scaffold2512.g4,Aurelia
N2.HOG0001636,scaffold269.g2,Aurelia
N2.HOG0001637,scaffold756.g10,Aurelia
N2.HOG0001638,scaffold1059.g2,Aurelia
N2.HOG0001639,scaffold706.g18,Aurelia
N2.HOG0001640,scaffold198.g28,Aurelia
N2.HOG0001645,scaffold230.g17,Aurelia
N2.HOG0001647,scaffold722.g14,Aurelia
N2.HOG0001648,scaffold2555.g3,Aurelia
N2.HOG0001652,scaffold1922.g8,Aurelia
N2.HOG0001653,scaffold160.g13,Aurelia
N2.HOG0001654,scaffold2629.g2,Aurelia
N2.HOG0001657,scaffold1131.g5,Aurelia
N2.HOG0001658,scaffold4.g74,Aurelia
N2.HOG0001662,scaffold252.g7,Aurelia
N2.HOG0001663,scaffold291.g9,Aurelia
N2.HOG0001664,scaffold508.g6,Aurelia
N2.HOG0001665,scaffold902.g10,Aurelia
N2.HOG0001667,scaffold2259.g2,Aurelia
N2.HOG0001673,scaffold1123.g3,Aurelia
N2.HOG0001674,scaffold1852.g2,Aurelia
N2.HOG0001675,scaffold234.g18,Aurelia
N2.HOG0001679,scaffold409.g2,Aurelia
N2.HOG0001681,scaffold709.g9,Aurelia
N2.HOG0001683,scaffold286.g18,Aurelia
N2.HOG0001684,scaffold6730.g1,Aurelia
N2.HOG0001687,scaffold1437.g4,Aurelia
N2.HOG0001688,scaffold925.g7,Aurelia
N2.HOG0001689,scaffold449.g2,Aurelia
N2.HOG0001690,scaffold483.g9,Aurelia
N2.HOG0001691,scaffold58.g20,Aurelia
N2.HOG0001693,scaffold678.g2,Aurelia
N2.HOG0001694,scaffold3384.g2,Aurelia
N2.HOG0001695,scaffold3487.g1,Aurelia
N2.HOG0001696,scaffold79.g23,Aurelia
N2.HOG0001697,scaffold368.g9,Aurelia
N2.HOG0001699,scaffold548.g8,Aurelia
N2.HOG0001700,scaffold2264.g1,Aurelia
N2.HOG0001701,scaffold41.g19,Aurelia
N2.HOG0001702,scaffold305.g11,Aurelia
N2.HOG0001704,scaffold9.g29,Aurelia
N2.HOG0001707,scaffold306.g16,Aurelia
N2.HOG0001708,scaffold477.g3,Aurelia
N2.HOG0001709,scaffold451.g13,Aurelia
N2.HOG0001710,scaffold305.g20,Aurelia
N2.HOG0001711,scaffold334.g11,Aurelia
N2.HOG0001716,scaffold722.g2,Aurelia
N2.HOG0001719,scaffold1142.g7,Aurelia
N2.HOG0001720,scaffold3502.g3,Aurelia
N2.HOG0001729,scaffold2311.g2,Aurelia
N2.HOG0001731,scaffold164.g17,Aurelia
N2.HOG0001733,scaffold2127.g1,Aurelia
N2.HOG0001734,scaffold4000.g1,Aurelia
N2.HOG0001735,scaffold273.g22,Aurelia
N2.HOG0001737,scaffold410.g8,Aurelia
N2.HOG0001738,scaffold1220.g1,Aurelia
N2.HOG0001739,scaffold21.g36,Aurelia
N2.HOG0001740,scaffold162.g21,Aurelia
N2.HOG0001743,scaffold585.g7,Aurelia
N2.HOG0001748,scaffold528.g4,Aurelia
N2.HOG0001752,scaffold941.g6,Aurelia
N2.HOG0001753,scaffold404.g14,Aurelia
N2.HOG0001754,scaffold2101.g1,Aurelia
N2.HOG0001756,scaffold1681.g1,Aurelia
N2.HOG0001757,scaffold2565.g4,Aurelia
N2.HOG0001759,scaffold707.g5,Aurelia
N2.HOG0001761,scaffold5434.g1,Aurelia
N2.HOG0001762,scaffold319.g13,Aurelia
N2.HOG0001764,scaffold204.g7,Aurelia
N2.HOG0001765,scaffold963.g4,Aurelia
N2.HOG0001771,scaffold4.g56,Aurelia
N2.HOG0001772,scaffold100.g11,Aurelia
N2.HOG0001773,scaffold2505.g4,Aurelia
N2.HOG0001775,scaffold3333.g2,Aurelia
N2.HOG0001776,scaffold34.g34,Aurelia
N2.HOG0001778,scaffold13.g32,Aurelia
N2.HOG0001779,scaffold1269.g2,Aurelia
N2.HOG0001780,scaffold18.g28,Aurelia
N2.HOG0001781,scaffold21.g20,Aurelia
N2.HOG0001782,scaffold94.g3,Aurelia
N2.HOG0001783,scaffold591.g4,Aurelia
N2.HOG0001797,scaffold4240.g1,Aurelia
N2.HOG0001798,scaffold365.g4,Aurelia
N2.HOG0001799,scaffold365.g6,Aurelia
N2.HOG0001800,scaffold1436.g2,Aurelia
N2.HOG0001801,scaffold1436.g4,Aurelia
N2.HOG0001802,scaffold12.g36,Aurelia
N2.HOG0001805,scaffold2889.g2,Aurelia
N2.HOG0001806,scaffold3380.g1,Aurelia
N2.HOG0001807,scaffold388.g8,Aurelia
N2.HOG0001808,scaffold27.g38,Aurelia
N2.HOG0001809,scaffold1295.g4,Aurelia
N2.HOG0001810,scaffold1321.g3,Aurelia
N2.HOG0001811,scaffold5440.g1,Aurelia
N2.HOG0001812,scaffold989.g11,Aurelia
N2.HOG0001813,scaffold2766.g1,Aurelia
N2.HOG0001815,scaffold292.g8,Aurelia
N2.HOG0001817,scaffold258.g20,Aurelia
N2.HOG0001819,scaffold102.g5,Aurelia
N2.HOG0001821,scaffold589.g6,Aurelia
N2.HOG0001824,scaffold1284.g6,Aurelia
N2.HOG0001827,scaffold105.g6,Aurelia
N2.HOG0001828,scaffold631.g19,Aurelia
N2.HOG0001829,scaffold286.g11,Aurelia
N2.HOG0001830,scaffold11.g54,Aurelia
N2.HOG0001832,scaffold25.g11,Aurelia
N2.HOG0001833,scaffold1031.g7,Aurelia
N2.HOG0001835,scaffold2335.g2,Aurelia
N2.HOG0001836,scaffold663.g13,Aurelia
N2.HOG0001837,scaffold888.g5,Aurelia
N2.HOG0001838,scaffold278.g2,Aurelia
N2.HOG0001839,scaffold638.g8,Aurelia
N2.HOG0001840,scaffold7.g43,Aurelia
N2.HOG0001841,scaffold2810.g2,Aurelia
N2.HOG0001844,scaffold1844.g2,Aurelia
N2.HOG0001846,scaffold395.g12,Aurelia
N2.HOG0001847,scaffold371.g12,Aurelia
N2.HOG0001848,scaffold1599.g2,Aurelia
N2.HOG0001849,scaffold760.g2,Aurelia
N2.HOG0001860,scaffold699.g4,Aurelia
N2.HOG0001862,scaffold3265.g1,Aurelia
N2.HOG0001863,scaffold67.g2,Aurelia
N2.HOG0001865,scaffold20.g16,Aurelia
N2.HOG0001866,scaffold660.g1,Aurelia
N2.HOG0001867,scaffold1910.g6,Aurelia
N2.HOG0001871,scaffold44.g15,Aurelia
N2.HOG0001873,scaffold240.g14,Aurelia
N2.HOG0001874,scaffold58.g23,Aurelia
N2.HOG0001875,scaffold1353.g9,Aurelia
N2.HOG0001876,scaffold36.g22,Aurelia
N2.HOG0001877,scaffold36.g29,Aurelia
N2.HOG0001878,scaffold313.g8,Aurelia
N2.HOG0001882,scaffold30.g7,Aurelia
N2.HOG0001883,scaffold659.g17,Aurelia
N2.HOG0001884,scaffold78.g18,Aurelia
N2.HOG0001885,scaffold7.g28,Aurelia
N2.HOG0001887,scaffold82.g23,Aurelia
N2.HOG0001888,scaffold802.g4,Aurelia
N2.HOG0001890,scaffold78.g35,Aurelia
N2.HOG0001891,scaffold2909.g1,Aurelia
N2.HOG0001893,scaffold2.g9,Aurelia
N2.HOG0001894,scaffold399.g14,Aurelia
N2.HOG0001895,scaffold484.g4,Aurelia
N2.HOG0001896,scaffold885.g8,Aurelia
N2.HOG0001898,scaffold500.g12,Aurelia
N2.HOG0001899,scaffold452.g2,Aurelia
N2.HOG0001900,scaffold182.g8,Aurelia
N2.HOG0001901,scaffold304.g15,Aurelia
N2.HOG0001902,scaffold3039.g2,Aurelia
N2.HOG0001903,scaffold2200.g1,Aurelia
N2.HOG0001906,scaffold4166.g1,Aurelia
N2.HOG0001907,scaffold71.g4,Aurelia
N2.HOG0001908,scaffold1255.g1,Aurelia
N2.HOG0001909,scaffold3939.g1,Aurelia
N2.HOG0001921,scaffold4.g46,Aurelia
N2.HOG0001922,scaffold620.g5,Aurelia
N2.HOG0001923,scaffold138.g6,Aurelia
N2.HOG0001926,scaffold782.g2,Aurelia
N2.HOG0001929,scaffold374.g17,Aurelia
N2.HOG0001932,scaffold24.g48,Aurelia
N2.HOG0001933,scaffold547.g7,Aurelia
N2.HOG0001940,scaffold105.g2,Aurelia
N2.HOG0001941,scaffold105.g1,Aurelia
N2.HOG0001942,scaffold300.g3,Aurelia
N2.HOG0001943,scaffold120.g5,Aurelia
N2.HOG0001944,scaffold1301.g6,Aurelia
N2.HOG0001945,scaffold165.g20,Aurelia
N2.HOG0001946,scaffold43.g13,Aurelia
N2.HOG0001947,scaffold401.g1,Aurelia
N2.HOG0001949,scaffold11.g24,Aurelia
N2.HOG0001951,scaffold2140.g1,Aurelia
N2.HOG0001953,scaffold1446.g4,Aurelia
N2.HOG0001956,scaffold72.g3,Aurelia
N2.HOG0001958,scaffold437.g17,Aurelia
N2.HOG0001959,scaffold2876.g1,Aurelia
N2.HOG0001960,scaffold200.g12,Aurelia
N2.HOG0001962,scaffold281.g6,Aurelia
N2.HOG0001963,scaffold2457.g1,Aurelia
N2.HOG0001964,scaffold1744.g3,Aurelia
N2.HOG0001965,scaffold1735.g3,Aurelia
N2.HOG0001966,scaffold7382.g1,Aurelia
N2.HOG0001968,scaffold249.g12,Aurelia
N2.HOG0001969,scaffold1627.g4,Aurelia
N2.HOG0001971,scaffold215.g13,Aurelia
N2.HOG0001972,scaffold897.g13,Aurelia
N2.HOG0001973,scaffold3173.g2,Aurelia
N2.HOG0001974,scaffold714.g15,Aurelia
N2.HOG0001975,scaffold2550.g2,Aurelia
N2.HOG0001976,scaffold205.g3,Aurelia
N2.HOG0001977,scaffold2410.g2,Aurelia
N2.HOG0001978,scaffold784.g11,Aurelia
N2.HOG0001979,scaffold12.g11,Aurelia
N2.HOG0001980,scaffold608.g13,Aurelia
N2.HOG0001981,scaffold1050.g5,Aurelia
N2.HOG0001982,scaffold31.g19,Aurelia
N2.HOG0001983,scaffold628.g10,Aurelia
N2.HOG0001984,scaffold750.g3,Aurelia
N2.HOG0001985,scaffold779.g10,Aurelia
N2.HOG0001987,scaffold6873.g1,Aurelia
N2.HOG0002011,scaffold534.g7,Aurelia
N2.HOG0002013,scaffold461.g3,Aurelia
N2.HOG0002014,scaffold438.g11,Aurelia
N2.HOG0002017,scaffold34.g32,Aurelia
N2.HOG0002018,scaffold598.g1,Aurelia
N2.HOG0002019,scaffold1023.g3,Aurelia
N2.HOG0002020,scaffold1023.g2,Aurelia
N2.HOG0002021,scaffold1293.g6,Aurelia
N2.HOG0002022,scaffold1650.g6,Aurelia
N2.HOG0002023,scaffold1590.g2,Aurelia
N2.HOG0002025,scaffold423.g3,Aurelia
N2.HOG0002026,scaffold319.g2,Aurelia
N2.HOG0002027,scaffold319.g3,Aurelia
N2.HOG0002029,scaffold191.g15,Aurelia
N2.HOG0002031,scaffold450.g7,Aurelia
N2.HOG0002033,scaffold1257.g13,Aurelia
N2.HOG0002035,scaffold5281.g1,Aurelia
N2.HOG0002036,scaffold2118.g2,Aurelia
N2.HOG0002039,scaffold216.g21,Aurelia
N2.HOG0002041,scaffold3033.g2,Aurelia
N2.HOG0002042,scaffold87.g21,Aurelia
N2.HOG0002043,scaffold275.g2,Aurelia
N2.HOG0002044,scaffold2510.g3,Aurelia
N2.HOG0002045,scaffold1299.g4,Aurelia
N2.HOG0002046,scaffold196.g3,Aurelia
N2.HOG0002047,scaffold3867.g3,Aurelia
N2.HOG0002048,scaffold3974.g2,Aurelia
N2.HOG0002050,scaffold1579.g4,Aurelia
N2.HOG0002051,scaffold4714.g2,Aurelia
N2.HOG0002052,scaffold140.g6,Aurelia
N2.HOG0002053,scaffold813.g1,Aurelia
N2.HOG0002054,scaffold5544.g1,Aurelia
N2.HOG0002057,scaffold2609.g1,Aurelia
N2.HOG0002059,scaffold369.g2,Aurelia
N2.HOG0002060,scaffold2934.g4,Aurelia
N2.HOG0002061,scaffold268.g11,Aurelia
N2.HOG0002062,scaffold1019.g3,Aurelia
N2.HOG0002063,scaffold1379.g2,Aurelia
N2.HOG0002073,scaffold64.g16,Aurelia
N2.HOG0002074,scaffold776.g2,Aurelia
N2.HOG0002076,scaffold440.g5,Aurelia
N2.HOG0002078,scaffold947.g5,Aurelia
N2.HOG0002079,scaffold2017.g1,Aurelia
N2.HOG0002080,scaffold7.g48,Aurelia
