# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "results/reference/GHAQ01.1.fsa_nt.fasta.fixed_longestORFperGene.fasta.eggnog.gtf" "-o" "results/counts/counts_matrix.txt" "-t" "exon" "-g" "gene_id" "-G" "results/reference/GHAQ01.1.fsa_nt.fasta.fixed_longestORFperGene.fasta" "-T" "20" "results/star/mapping/SRR8101518/Aligned.out.sam" "results/star/mapping/SRR8101523/Aligned.out.sam" "results/star/mapping/SRR8101526/Aligned.out.sam" "results/star/mapping/SRR8101525/Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	results/star/mapping/SRR8101518/Aligned.out.sam	results/star/mapping/SRR8101523/Aligned.out.sam	results/star/mapping/SRR8101526/Aligned.out.sam	results/star/mapping/SRR8101525/Aligned.out.sam
comp14507_c0	comp14507_c0_seq1	1	363	-	363	2	3	4	4
comp14511_c0	comp14511_c0_seq1	1	322	-	322	0	0	0	0
comp14530_c0	comp14530_c0_seq1	1	1390	-	1390	329	111	191	115
comp14543_c0	comp14543_c0_seq1	1	746	-	746	0	0	0	0
comp14546_c0	comp14546_c0_seq1	1	379	-	379	3	10	6	1
comp14550_c0	comp14550_c0_seq1	1	555	-	555	1	3	3	3
comp14554_c0	comp14554_c0_seq1	1	1968	-	1968	244	192	182	174
comp14556_c0	comp14556_c0_seq1	1	450	-	450	0	1	4	1
comp14561_c0	comp14561_c0_seq1	1	552	-	552	37	4	12	0
comp14582_c0	comp14582_c0_seq1	1	3083	-	3083	206	130	195	249
comp14584_c0	comp14584_c0_seq1	1	3693	-	3693	558	1002	415	361
comp14591_c0	comp14591_c0_seq1	1	1934	-	1934	171	1187	174	53
comp14600_c0	comp14600_c0_seq1	1	376	-	376	2	0	2	2
comp14603_c0	comp14603_c0_seq1	1	325	-	325	5	7	4	11
comp14635_c0	comp14635_c0_seq1	1	656	-	656	5	4	9	7
comp14661_c0	comp14661_c0_seq1	1	304	-	304	3	6	1	0
comp14663_c0	comp14663_c0_seq1	1	1859	-	1859	204	392	212	129
comp14668_c0	comp14668_c0_seq1	1	487	-	487	4	7	7	8
comp14672_c0	comp14672_c0_seq1	1	311	-	311	6	1	4	16
comp14705_c1	comp14705_c1_seq1	1	549	-	549	4	5	7	11
comp14712_c0	comp14712_c0_seq1	1	541	-	541	6	23	25	39
comp14736_c0	comp14736_c0_seq1	1	418	-	418	0	0	17	3
comp14746_c0	comp14746_c0_seq1	1	421	-	421	3	154	3	2
comp14775_c0	comp14775_c0_seq1	1	721	-	721	6	5	1	8
comp14777_c0	comp14777_c0_seq1	1	2408	-	2408	1299	216	223	115
comp14792_c0	comp14792_c0_seq1	1	321	-	321	0	2	0	0
comp14834_c0	comp14834_c0_seq1	1	476	-	476	3	3	1	2
comp14837_c0	comp14837_c0_seq1	1	523	-	523	42	8	29	29
comp14839_c0	comp14839_c0_seq1	1	415	-	415	6	2	7	9
comp14842_c0	comp14842_c0_seq1	1	337	-	337	3	0	3	7
comp14851_c0	comp14851_c0_seq1	1	493	-	493	0	1	1	0
comp14856_c0	comp14856_c0_seq1	1	1299	-	1299	71	84	71	66
comp14869_c0	comp14869_c0_seq1	1	3370	-	3370	250	284	377	383
comp14873_c0	comp14873_c0_seq1	1	515	-	515	0	2	3	1
comp14876_c0	comp14876_c0_seq1	1	527	-	527	0	0	1	1
comp14897_c0	comp14897_c0_seq1	1	382	-	382	0	0	0	0
comp14897_c1	comp14897_c1_seq1	1	379	-	379	0	0	0	0
comp14921_c0	comp14921_c0_seq1	1	882	-	882	85	121	72	91
comp14925_c0	comp14925_c0_seq1	1	2277	-	2277	113	119	106	105
comp14931_c0	comp14931_c0_seq1	1	1882	-	1882	541	156	219	109
comp14941_c0	comp14941_c0_seq1	1	496	-	496	1	3	4	0
comp14943_c0	comp14943_c0_seq1	1	1561	-	1561	454	210	292	638
comp14944_c0	comp14944_c0_seq1	1	1837	-	1837	141	117	106	110
comp14950_c0	comp14950_c0_seq1	1	1059	-	1059	52	83	73	82
comp14954_c0	comp14954_c0_seq1	1	350	-	350	0	0	0	0
comp14956_c0	comp14956_c0_seq1	1	579	-	579	15	4	2	6
comp14961_c0	comp14961_c0_seq1	1	414	-	414	1	0	1	0
comp14973_c0	comp14973_c0_seq1	1	350	-	350	2	2	2	0
comp14997_c0	comp14997_c0_seq1	1	601	-	601	7	6	13	4
comp14999_c0	comp14999_c0_seq1	1	1494	-	1494	727	256	132	601
comp15012_c0	comp15012_c0_seq1	1	334	-	334	3	2	1	3
comp15022_c0	comp15022_c0_seq1	1	732	-	732	0	0	9	13
comp15046_c0	comp15046_c0_seq1	1	340	-	340	2	0	5	4
comp15048_c0	comp15048_c0_seq1	1	948	-	948	182	1	13	32
comp15055_c0	comp15055_c0_seq1	1	1530	-	1530	128	140	153	157
comp15061_c0	comp15061_c0_seq1	1	1073	-	1073	117	250	105	38
comp15078_c1	comp15078_c1_seq1	1	377	-	377	2	4	4	0
comp15079_c0	comp15079_c0_seq1	1	300	-	300	0	1	0	0
comp15105_c0	comp15105_c0_seq1	1	545	-	545	93	84	80	53
comp15112_c0	comp15112_c0_seq1	1	725	-	725	1	4	11	0
comp15116_c0	comp15116_c0_seq1	1	357	-	357	4	0	4	2
comp15128_c0	comp15128_c0_seq1	1	656	-	656	9	6	12	7
comp15133_c0	comp15133_c0_seq1	1	2933	-	2933	228	220	236	245
comp15145_c0	comp15145_c0_seq1	1	3363	-	3363	467	730	759	884
comp15154_c0	comp15154_c0_seq1	1	2497	-	2497	174	1	604	214
comp15154_c1	comp15154_c1_seq1	1	849	-	849	58	0	137	51
comp15162_c0	comp15162_c0_seq1	1	332	-	332	3	1	1	1
comp15167_c0	comp15167_c0_seq1	1	4736	-	4736	807	848	730	541
comp15170_c0	comp15170_c0_seq1	1	317	-	317	0	0	0	0
comp15171_c0	comp15171_c0_seq1	1	1810	-	1810	236	154	354	350
comp15190_c0	comp15190_c0_seq1	1	935	-	935	21	4	22	25
comp15197_c0	comp15197_c0_seq1	1	1089	-	1089	1	1	0	0
comp15206_c0	comp15206_c0_seq1	1	1269	-	1269	124	163	132	85
comp15211_c0	comp15211_c0_seq1	1	352	-	352	0	0	0	0
comp15211_c1	comp15211_c1_seq1	1	391	-	391	0	0	0	0
comp15212_c0	comp15212_c0_seq1	1	1612	-	1612	68	297	80	57
comp15228_c0	comp15228_c0_seq1	1	410	-	410	13	6	6	9
comp15240_c0	comp15240_c0_seq1	1	548	-	548	1	5	3	8
comp15246_c0	comp15246_c0_seq1	1	4156	-	4156	1130	1252	916	986
comp15247_c0	comp15247_c0_seq1	1	311	-	311	2	0	1	0
comp15252_c0	comp15252_c0_seq1	1	820	-	820	1	104	60	4
comp15252_c1	comp15252_c1_seq1	1	444	-	444	1	61	11	1
comp15266_c0	comp15266_c0_seq1	1	474	-	474	2	0	2	2
comp15267_c0	comp15267_c0_seq1	1	3055	-	3055	298	341	359	348
comp15278_c0	comp15278_c0_seq1	1	790	-	790	1	8	14	18
comp15297_c0	comp15297_c0_seq1	1	2118	-	2118	198	181	149	186
comp15302_c0	comp15302_c0_seq1	1	545	-	545	1	3	2	2
comp15303_c0	comp15303_c0_seq1	1	363	-	363	1	0	0	3
comp15307_c0	comp15307_c0_seq1	1	1569	-	1569	65	59	61	81
comp15323_c0	comp15323_c0_seq1	1	721	-	721	1	0	10	1
comp15326_c0	comp15326_c0_seq1	1	1158	-	1158	56	11	61	27
comp15352_c0	comp15352_c0_seq1	1	444	-	444	6	76	6	2
comp15352_c1	comp15352_c1_seq1	1	784	-	784	11	155	16	3
comp15385_c0	comp15385_c0_seq1	1	576	-	576	6	1	11	0
comp15390_c0	comp15390_c0_seq1	1	546	-	546	0	5	5	0
comp15397_c0	comp15397_c0_seq1	1	1750	-	1750	177	261	270	231
comp15405_c0	comp15405_c0_seq1	1	379	-	379	1	1	2	2
comp15405_c1	comp15405_c1_seq1	1	464	-	464	0	1	14	6
comp15408_c1	comp15408_c1_seq1	1	488	-	488	7	1	0	8
comp15427_c0	comp15427_c0_seq1	1	624	-	624	47	11	5	2
comp15431_c1	comp15431_c1_seq1	1	1125	-	1125	17	20	11	16
comp15434_c0	comp15434_c0_seq1	1	331	-	331	8	0	6	2
comp15440_c0	comp15440_c0_seq1	1	423	-	423	13	12	13	13
comp15454_c0	comp15454_c0_seq1	1	433	-	433	0	0	5	0
comp15456_c0	comp15456_c0_seq1	1	1483	-	1483	491	137	1470	1913
comp15485_c0	comp15485_c0_seq1	1	2115	-	2115	276	304	310	307
comp15508_c0	comp15508_c0_seq1	1	2826	-	2826	157	120	206	201
comp15522_c0	comp15522_c0_seq1	1	574	-	574	0	19	1	0
comp15539_c0	comp15539_c0_seq1	1	2798	-	2798	611	398	430	432
comp15548_c0	comp15548_c0_seq1	1	365	-	365	1	3	1	2
comp15549_c0	comp15549_c0_seq1	1	2011	-	2011	139	128	179	96
comp15551_c0	comp15551_c0_seq1	1	3422	-	3422	253	247	216	176
comp15554_c1	comp15554_c1_seq1	1	418	-	418	15	1	3	11
comp15601_c0	comp15601_c0_seq1	1	348	-	348	0	0	0	0
comp15605_c0	comp15605_c0_seq1	1	1410	-	1410	2	4	8	5
comp15625_c1	comp15625_c1_seq1	1	694	-	694	1	0	36	5
comp15643_c0	comp15643_c0_seq1	1	702	-	702	0	4	20	11
comp15644_c0	comp15644_c0_seq1	1	392	-	392	2	1	0	0
comp15647_c0	comp15647_c0_seq2	1	471	-	471	0	0	0	0
comp15653_c0	comp15653_c0_seq1	1	1566	-	1566	156	179	284	326
comp15654_c0	comp15654_c0_seq1	1	456	-	456	7	3	8	6
comp15688_c0	comp15688_c0_seq1	1	1818	-	1818	183	122	186	138
comp15701_c0	comp15701_c0_seq1	1	326	-	326	9	9	14	0
comp15710_c0	comp15710_c0_seq1	1	1868	-	1868	191	214	184	189
comp15753_c0	comp15753_c0_seq1	1	531	-	531	0	1	0	0
comp15782_c0	comp15782_c0_seq1	1	1059	-	1059	1	2	8	294
comp15792_c0	comp15792_c0_seq1	1	745	-	745	5	0	15	9
comp15800_c0	comp15800_c0_seq1	1	1718	-	1718	125	286	154	204
comp15809_c0	comp15809_c0_seq1	1	419	-	419	8	23	20	0
comp15817_c0	comp15817_c0_seq1	1	428	-	428	8	15	6	8
comp15823_c0	comp15823_c0_seq1	1	654	-	654	10	8	8	7
comp15852_c1	comp15852_c1_seq1	1	2196	-	2196	67	331	273	139
comp15871_c0	comp15871_c0_seq1	1	467	-	467	1	0	1	8
comp15877_c0	comp15877_c0_seq1	1	2976	-	2976	134	78	88	34
comp15890_c0	comp15890_c0_seq1	1	349	-	349	5	5	3	5
comp15894_c0	comp15894_c0_seq1	1	390	-	390	1	0	0	1
comp15902_c0	comp15902_c0_seq1	1	518	-	518	0	0	65	0
comp15913_c0	comp15913_c0_seq1	1	745	-	745	12	5	9	5
comp15937_c0	comp15937_c0_seq1	1	2126	-	2126	287	889	349	399
comp15944_c0	comp15944_c0_seq1	1	331	-	331	0	0	0	0
comp15945_c0	comp15945_c0_seq1	1	378	-	378	0	22	0	0
comp15951_c0	comp15951_c0_seq1	1	909	-	909	28	13	13	18
comp15967_c0	comp15967_c0_seq1	1	1627	-	1627	94	90	101	87
comp15968_c0	comp15968_c0_seq1	1	659	-	659	33	21	25	20
comp15969_c0	comp15969_c0_seq1	1	2064	-	2064	207	134	480	115
comp15970_c0	comp15970_c0_seq1	1	876	-	876	86	3	3	20
comp15972_c0	comp15972_c0_seq1	1	5706	-	5706	1804	532	1272	6058
comp15978_c0	comp15978_c0_seq1	1	862	-	862	31	33	51	57
comp15981_c0	comp15981_c0_seq1	1	843	-	843	5	4	257	105
comp15982_c1	comp15982_c1_seq1	1	1067	-	1067	187	275	186	191
comp15984_c0	comp15984_c0_seq1	1	651	-	651	70	2	57	89
comp15985_c0	comp15985_c0_seq1	1	551	-	551	5	0	29	2
comp15986_c0	comp15986_c0_seq1	1	1133	-	1133	0	0	3	18
comp15988_c0	comp15988_c0_seq1	1	682	-	682	0	0	0	0
comp15991_c0	comp15991_c0_seq1	1	1422	-	1422	402	209	296	127
comp15993_c0	comp15993_c0_seq1	1	2252	-	2252	1210	127	115	183
comp15995_c0	comp15995_c0_seq1	1	1232	-	1232	0	0	0	0
comp15997_c0	comp15997_c0_seq1	1	1862	-	1862	352	7	451	85
comp15999_c0	comp15999_c0_seq1	1	1793	-	1793	82	156	98	66
comp16004_c0	comp16004_c0_seq1	1	2229	-	2229	65	22	67	77
comp16005_c0	comp16005_c0_seq1	1	1781	-	1781	50	86	83	62
comp16007_c0	comp16007_c0_seq1	1	1122	-	1122	4	7	62	19
comp16014_c0	comp16014_c0_seq1	1	1468	-	1468	82	123	57	82
comp16015_c0	comp16015_c0_seq1	1	1219	-	1219	79	65	62	64
comp16017_c0	comp16017_c0_seq1	1	1325	-	1325	11	17	24	13
comp16025_c0	comp16025_c0_seq1	1	1604	-	1604	6	115	16	56
comp16026_c0	comp16026_c0_seq1	1	1140	-	1140	9	16	17	6
comp16029_c0	comp16029_c0_seq1	1	1932	-	1932	2658	1	0	20
comp16030_c0	comp16030_c0_seq2	1	734	-	734	16	7	9	13
comp16032_c0	comp16032_c0_seq1	1	2588	-	2588	105	76	48	39
comp16039_c0	comp16039_c0_seq1	1	1529	-	1529	55	48	47	35
comp16042_c0	comp16042_c0_seq1	1	1834	-	1834	7	2	0	12
comp16047_c0	comp16047_c0_seq1	1	564	-	564	0	0	0	0
comp16048_c0	comp16048_c0_seq1	1	397	-	397	0	0	0	0
comp16050_c0	comp16050_c0_seq1	1	710	-	710	13	5	10	3
comp16061_c0	comp16061_c0_seq2	1	2514	-	2514	18228	1423	8220	8992
comp16063_c0	comp16063_c0_seq1	1	1400	-	1400	171	84	75	111
comp16064_c0	comp16064_c0_seq1	1	535	-	535	9	125	28	3
comp16065_c0	comp16065_c0_seq2	1	2220	-	2220	387	228	42	89
comp16069_c0	comp16069_c0_seq1	1	1342	-	1342	0	576	0	3
comp16074_c0	comp16074_c0_seq1	1	1987	-	1987	485	0	46	31
comp16077_c0	comp16077_c0_seq1	1	846	-	846	7	2	177	34
comp16087_c0	comp16087_c0_seq1	1	2072	-	2072	13	0	182	72
comp16087_c1	comp16087_c1_seq1	1	480	-	480	6	1	31	20
comp16098_c0	comp16098_c0_seq1	1	1598	-	1598	422	0	0	70
comp16099_c0	comp16099_c0_seq1	1	696	-	696	33	87	38	18
comp16102_c0	comp16102_c0_seq2	1	2212	-	2212	39	400	343	22
comp16104_c0	comp16104_c0_seq1	1	2166	-	2166	17	0	384	7
comp16109_c0	comp16109_c0_seq1	1	988	-	988	1	3	76	19
comp16114_c0	comp16114_c0_seq1	1	367	-	367	2	2	3	2
comp16117_c0	comp16117_c0_seq1	1	1021	-	1021	0	1	1	0
comp16119_c0	comp16119_c0_seq1	1	568	-	568	2	0	42	4
comp16122_c0	comp16122_c0_seq1	1	1717	-	1717	215	331	264	155
comp16128_c0	comp16128_c0_seq1	1	2799	-	2799	31	33	69	73
comp16133_c0	comp16133_c0_seq1	1	1200	-	1200	2797	4	0	253
comp16136_c0	comp16136_c0_seq1	1	546	-	546	0	0	0	0
comp16138_c0	comp16138_c0_seq1	1	2687	-	2687	51	332	554	107
comp16141_c0	comp16141_c0_seq1	1	797	-	797	33	45	15	16
comp16141_c1	comp16141_c1_seq1	1	888	-	888	25	34	22	19
comp16144_c0	comp16144_c0_seq1	1	1202	-	1202	38	34	46	45
comp16147_c0	comp16147_c0_seq2	1	1484	-	1484	9	0	85	20
comp16150_c0	comp16150_c0_seq1	1	1463	-	1463	17	158	35	4
comp16151_c0	comp16151_c0_seq1	1	1027	-	1027	1	0	1119	0
comp16169_c0	comp16169_c0_seq1	1	3609	-	3609	630	1784	206	150
comp16172_c0	comp16172_c0_seq1	1	1078	-	1078	29	100	67	83
comp16177_c0	comp16177_c0_seq1	1	3276	-	3276	62	4	319	69
comp16180_c0	comp16180_c0_seq1	1	781	-	781	29	19	0	38
comp16187_c0	comp16187_c0_seq1	1	1468	-	1468	240	179	254	255
comp16188_c0	comp16188_c0_seq1	1	1224	-	1224	0	0	0	0
comp16194_c0	comp16194_c0_seq1	1	1588	-	1588	22	52	135	47
comp16197_c0	comp16197_c0_seq1	1	2242	-	2242	273	12	124	306
comp16199_c0	comp16199_c0_seq2	1	540	-	540	7	55	211	8
comp16210_c0	comp16210_c0_seq1	1	565	-	565	3	4	17	2
comp16211_c0	comp16211_c0_seq1	1	1136	-	1136	0	1	1	1
comp16213_c0	comp16213_c0_seq1	1	4964	-	4964	400	303	343	382
comp16219_c0	comp16219_c0_seq1	1	1311	-	1311	14	0	78	23
comp16223_c0	comp16223_c0_seq1	1	2687	-	2687	374	9	776	158
comp16225_c0	comp16225_c0_seq1	1	2917	-	2917	179	219	167	161
comp16237_c0	comp16237_c0_seq2	1	869	-	869	57	14	19	24
comp16238_c0	comp16238_c0_seq1	1	2692	-	2692	361	330	624	714
comp16244_c0	comp16244_c0_seq1	1	2073	-	2073	0	354	10	26
comp16247_c0	comp16247_c0_seq1	1	1349	-	1349	31	13	41	25
comp16250_c0	comp16250_c0_seq1	1	2509	-	2509	225	216	242	300
comp16254_c0	comp16254_c0_seq1	1	421	-	421	20	10	8	12
comp16256_c0	comp16256_c0_seq1	1	1389	-	1389	24	30	36	23
comp16264_c0	comp16264_c0_seq1	1	1863	-	1863	89	156	156	76
comp16266_c0	comp16266_c0_seq2	1	2078	-	2078	158	151	144	113
comp16268_c0	comp16268_c0_seq1	1	773	-	773	13	2	5	7
comp16274_c1	comp16274_c1_seq1	1	318	-	318	4	4	6	2
comp16277_c0	comp16277_c0_seq1	1	533	-	533	0	0	0	0
comp16278_c0	comp16278_c0_seq1	1	1466	-	1466	2	36	74	0
comp16282_c1	comp16282_c1_seq1	1	424	-	424	2	5	3	5
comp16287_c0	comp16287_c0_seq1	1	2378	-	2378	329	6	301	108
comp16290_c0	comp16290_c0_seq1	1	983	-	983	0	0	2	1
comp16294_c0	comp16294_c0_seq1	1	528	-	528	4	142	10	8
comp16300_c0	comp16300_c0_seq1	1	1074	-	1074	148	140	71	62
comp16301_c0	comp16301_c0_seq1	1	1471	-	1471	12	117	37	10
comp16304_c0	comp16304_c0_seq1	1	1166	-	1166	0	4	137	103
comp16319_c0	comp16319_c0_seq1	1	344	-	344	14	8	14	13
comp16328_c0	comp16328_c0_seq1	1	1376	-	1376	263	100	397	394
comp16338_c0	comp16338_c0_seq1	1	4043	-	4043	1778	513	350	477
comp16339_c0	comp16339_c0_seq1	1	946	-	946	4	174	24	2
comp16340_c0	comp16340_c0_seq1	1	870	-	870	40	53	76	47
comp16341_c0	comp16341_c0_seq1	1	2188	-	2188	228	96	374	888
comp16343_c0	comp16343_c0_seq1	1	1493	-	1493	14	18	23	52
comp16344_c0	comp16344_c0_seq1	1	727	-	727	3	29	180	10
comp16352_c0	comp16352_c0_seq1	1	3771	-	3771	322	400	498	99
comp16353_c0	comp16353_c0_seq1	1	2827	-	2827	200	95	232	291
comp16358_c0	comp16358_c0_seq1	1	1066	-	1066	31	29	10	23
comp16361_c0	comp16361_c0_seq1	1	3057	-	3057	139	128	172	202
comp16366_c0	comp16366_c0_seq1	1	645	-	645	1	0	0	4
comp16367_c1	comp16367_c1_seq1	1	1268	-	1268	65	46	55	91
comp16368_c0	comp16368_c0_seq1	1	1523	-	1523	39	60	54	49
comp16369_c0	comp16369_c0_seq1	1	380	-	380	8	2	10	2
comp16372_c0	comp16372_c0_seq1	1	354	-	354	5	2	6	5
comp16377_c0	comp16377_c0_seq1	1	1393	-	1393	59	53	36	44
comp16381_c0	comp16381_c0_seq1	1	1185	-	1185	362	74	233	271
comp16385_c0	comp16385_c0_seq1	1	511	-	511	0	0	0	0
comp16392_c0	comp16392_c0_seq1	1	2080	-	2080	8	646	1	0
comp16397_c0	comp16397_c0_seq1	1	2353	-	2353	113	143	89	77
comp16399_c0	comp16399_c0_seq2	1	1993	-	1993	0	0	1	2
comp16403_c0	comp16403_c0_seq1	1	1767	-	1767	298	217	284	384
comp16403_c1	comp16403_c1_seq1	1	1732	-	1732	92	77	81	116
comp16404_c0	comp16404_c0_seq1	1	2091	-	2091	294	282	293	424
comp16415_c0	comp16415_c0_seq1	1	1916	-	1916	46	0	2	16
comp16417_c0	comp16417_c0_seq1	1	832	-	832	21	2	12	9
comp16418_c0	comp16418_c0_seq2	1	2184	-	2184	77	48	115	127
comp16423_c0	comp16423_c0_seq1	1	2530	-	2530	122	109	94	83
comp16429_c0	comp16429_c0_seq1	1	1545	-	1545	59	43	60	146
comp16431_c0	comp16431_c0_seq1	1	1602	-	1602	22	53	160	85
comp16435_c0	comp16435_c0_seq1	1	343	-	343	18	5	14	4
comp16437_c0	comp16437_c0_seq1	1	2782	-	2782	64	114	105	100
comp16439_c0	comp16439_c0_seq1	1	1911	-	1911	67	30	50	38
comp16440_c0	comp16440_c0_seq1	1	938	-	938	0	0	0	0
comp16445_c0	comp16445_c0_seq1	1	770	-	770	5	0	1	27
comp16449_c0	comp16449_c0_seq1	1	731	-	731	0	0	0	0
comp16451_c0	comp16451_c0_seq1	1	2763	-	2763	71	54	55	47
comp16459_c0	comp16459_c0_seq1	1	2049	-	2049	275	0	0	10
comp16462_c0	comp16462_c0_seq1	1	719	-	719	0	3	0	1
comp16471_c0	comp16471_c0_seq1	1	902	-	902	0	0	0	0
comp16472_c0	comp16472_c0_seq1	1	2307	-	2307	282	382	326	349
comp16474_c0	comp16474_c0_seq1	1	987	-	987	142	126	144	227
comp16475_c0	comp16475_c0_seq1	1	423	-	423	29	44	22	34
comp16477_c0	comp16477_c0_seq1	1	1583	-	1583	9	8	24	56
comp16479_c0	comp16479_c0_seq1	1	325	-	325	1	8	9	3
comp16484_c0	comp16484_c0_seq1	1	1685	-	1685	34	58	39	21
comp16490_c0	comp16490_c0_seq1	1	3743	-	3743	513	753	683	849
comp16491_c0	comp16491_c0_seq1	1	1471	-	1471	0	0	0	0
comp16493_c0	comp16493_c0_seq1	1	2193	-	2193	54	81	50	35
comp16494_c0	comp16494_c0_seq1	1	406	-	406	0	0	0	0
comp16495_c0	comp16495_c0_seq1	1	1766	-	1766	60	96	129	135
comp16498_c0	comp16498_c0_seq1	1	1761	-	1761	1	527	2	4
comp16502_c0	comp16502_c0_seq1	1	1715	-	1715	171	43	100	156
comp16515_c0	comp16515_c0_seq1	1	1142	-	1142	64415	139	107	73045
comp16519_c0	comp16519_c0_seq1	1	429	-	429	21	6	30	53
comp16520_c0	comp16520_c0_seq1	1	492	-	492	5	2	7	4
comp16526_c0	comp16526_c0_seq1	1	1564	-	1564	1	11	4	0
comp16532_c0	comp16532_c0_seq2	1	2388	-	2388	111	138	59	41
comp16537_c0	comp16537_c0_seq1	1	4122	-	4122	1090	464	678	686
comp16540_c0	comp16540_c0_seq1	1	1957	-	1957	424	580	429	290
comp16546_c0	comp16546_c0_seq1	1	1147	-	1147	16	37	45	10
comp16547_c0	comp16547_c0_seq1	1	1616	-	1616	18	9	9	16
comp16549_c0	comp16549_c0_seq1	1	1853	-	1853	40	21	31	25
comp16550_c0	comp16550_c0_seq1	1	5108	-	5108	194	113	162	160
comp16553_c0	comp16553_c0_seq1	1	2703	-	2703	79	70	84	190
comp16556_c1	comp16556_c1_seq1	1	452	-	452	5	9	3	5
comp16561_c1	comp16561_c1_seq1	1	588	-	588	2	0	5	2
comp16564_c0	comp16564_c0_seq1	1	1692	-	1692	41	22	21	28
comp16565_c0	comp16565_c0_seq1	1	588	-	588	0	0	0	0
comp16567_c0	comp16567_c0_seq1	1	830	-	830	0	0	137	0
comp16567_c1	comp16567_c1_seq1	1	750	-	750	0	0	90	0
comp16569_c0	comp16569_c0_seq1	1	943	-	943	19	21	17	34
comp16572_c0	comp16572_c0_seq1	1	1888	-	1888	36	51	40	29
comp16574_c0	comp16574_c0_seq1	1	1204	-	1204	43	421	12	21
comp16576_c0	comp16576_c0_seq1	1	1168	-	1168	12	110	7	3
comp16577_c0	comp16577_c0_seq2	1	1876	-	1876	885	1	50	110
comp16578_c0	comp16578_c0_seq1	1	1664	-	1664	121	131	125	119
comp16579_c0	comp16579_c0_seq2	1	1649	-	1649	106	114	54	111
comp16591_c0	comp16591_c0_seq2	1	1175	-	1175	6	362	17	34
comp16593_c1	comp16593_c1_seq1	1	2300	-	2300	60	50	53	62
comp16594_c0	comp16594_c0_seq1	1	2903	-	2903	7	10	185	1169
comp16598_c1	comp16598_c1_seq1	1	794	-	794	6	13	10	9
comp16607_c0	comp16607_c0_seq2	1	1049	-	1049	70	533	87	13
comp16608_c0	comp16608_c0_seq1	1	484	-	484	0	0	0	0
comp16611_c0	comp16611_c0_seq1	1	4305	-	4305	31	1213	494	68
comp16612_c0	comp16612_c0_seq1	1	726	-	726	19	11	19	26
comp16614_c0	comp16614_c0_seq2	1	1787	-	1787	74	92	93	16
comp16616_c0	comp16616_c0_seq2	1	654	-	654	0	0	0	0
comp16620_c0	comp16620_c0_seq1	1	1752	-	1752	54	51	50	82
comp16628_c0	comp16628_c0_seq1	1	557	-	557	1	0	25	9
comp16628_c1	comp16628_c1_seq1	1	1218	-	1218	12	1	95	27
comp16631_c0	comp16631_c0_seq1	1	707	-	707	174	236	51	145
comp16633_c0	comp16633_c0_seq1	1	1556	-	1556	134	94	34	19
comp16634_c0	comp16634_c0_seq1	1	588	-	588	0	0	0	0
comp16638_c1	comp16638_c1_seq1	1	623	-	623	2	127	4	10
comp16646_c0	comp16646_c0_seq1	1	854	-	854	492	100	1026	325
comp16652_c0	comp16652_c0_seq1	1	1087	-	1087	0	1	1	1
comp16661_c0	comp16661_c0_seq1	1	954	-	954	4	3	3	5
comp16662_c0	comp16662_c0_seq1	1	730	-	730	1	0	43	21
comp16666_c0	comp16666_c0_seq1	1	518	-	518	11	8	5	10
comp16668_c0	comp16668_c0_seq1	1	937	-	937	38	21	38	66
comp16669_c0	comp16669_c0_seq1	1	830	-	830	89	28	56	65
comp16674_c0	comp16674_c0_seq1	1	530	-	530	7	0	1	11
comp16679_c0	comp16679_c0_seq1	1	742	-	742	8	10	8	2
comp16688_c0	comp16688_c0_seq1	1	3521	-	3521	758	188	153	213
comp16689_c0	comp16689_c0_seq1	1	1748	-	1748	0	68	43	84
comp16706_c0	comp16706_c0_seq1	1	1889	-	1889	416	134	202	155
comp16713_c0	comp16713_c0_seq1	1	908	-	908	43	0	51	78
comp16714_c0	comp16714_c0_seq1	1	576	-	576	0	0	0	0
comp16715_c1	comp16715_c1_seq1	1	1068	-	1068	42	27	55	25
comp16716_c0	comp16716_c0_seq1	1	1032	-	1032	167	43	51	67
comp16720_c1	comp16720_c1_seq1	1	738	-	738	5	0	33	12
comp16731_c0	comp16731_c0_seq1	1	345	-	345	2	1	7	4
comp16737_c0	comp16737_c0_seq1	1	482	-	482	3	12	8	9
comp16740_c0	comp16740_c0_seq1	1	471	-	471	0	0	0	0
comp16746_c0	comp16746_c0_seq1	1	594	-	594	24	35	36	14
comp16753_c0	comp16753_c0_seq1	1	315	-	315	1	2	1	3
comp16761_c0	comp16761_c0_seq1	1	1234	-	1234	12	27	14	7
comp16762_c0	comp16762_c0_seq1	1	365	-	365	0	0	0	0
comp16764_c0	comp16764_c0_seq1	1	481	-	481	0	0	0	0
comp16765_c0	comp16765_c0_seq1	1	3415	-	3415	278	263	181	154
comp16770_c0	comp16770_c0_seq1	1	1087	-	1087	7	11	9	19
comp16772_c0	comp16772_c0_seq1	1	658	-	658	1	1	0	0
comp16775_c0	comp16775_c0_seq1	1	372	-	372	9	16	9	12
comp16792_c0	comp16792_c0_seq1	1	388	-	388	13	0	9	6
comp16800_c0	comp16800_c0_seq1	1	591	-	591	5	1	13	6
