"","GO.ID","Term","Annotated","Significant","Expected","classic"
"379","GO:0006691","leukotriene metabolic process",10,1,0.21,"0.18722"
"380","GO:0006655","phosphatidylglycerol biosynthetic proces...",10,1,0.21,"0.18722"
"381","GO:0048266","behavioral response to pain",10,1,0.21,"0.18722"
"382","GO:0098810","neurotransmitter reuptake",10,1,0.21,"0.18722"
"383","GO:0021542","dentate gyrus development",10,1,0.21,"0.18722"
"384","GO:0003094","glomerular filtration",10,1,0.21,"0.18722"
"385","GO:0030237","female sex determination",10,1,0.21,"0.18722"
"386","GO:0007191","adenylate cyclase-activating dopamine re...",10,1,0.21,"0.18722"
"387","GO:0021683","cerebellar granular layer morphogenesis",10,1,0.21,"0.18722"
"388","GO:0043567","regulation of insulin-like growth factor...",10,1,0.21,"0.18722"
"389","GO:0050995","negative regulation of lipid catabolic p...",10,1,0.21,"0.18722"
"390","GO:0071732","cellular response to nitric oxide",10,1,0.21,"0.18722"
"391","GO:0051769","regulation of nitric-oxide synthase bios...",10,1,0.21,"0.18722"
"392","GO:0032769","negative regulation of monooxygenase act...",10,1,0.21,"0.18722"
"393","GO:0003384","apical constriction involved in gastrula...",10,1,0.21,"0.18722"
"394","GO:0021932","hindbrain radial glia guided cell migrat...",10,1,0.21,"0.18722"
"395","GO:0061550","cranial ganglion development",10,1,0.21,"0.18722"
"396","GO:2000479","regulation of cAMP-dependent protein kin...",10,1,0.21,"0.18722"
"397","GO:0038003","G protein-coupled opioid receptor signal...",10,1,0.21,"0.18722"
"398","GO:0045663","positive regulation of myoblast differen...",10,1,0.21,"0.18722"
"399","GO:2000193","positive regulation of fatty acid transp...",10,1,0.21,"0.18722"
"400","GO:0061066","positive regulation of dauer larval deve...",10,1,0.21,"0.18722"
"401","GO:0045647","negative regulation of erythrocyte diffe...",10,1,0.21,"0.18722"
"402","GO:0045606","positive regulation of epidermal cell di...",10,1,0.21,"0.18722"
"403","GO:0032516","positive regulation of phosphoprotein ph...",10,1,0.21,"0.18722"
"404","GO:0007008","outer mitochondrial membrane organizatio...",10,1,0.21,"0.18722"
"405","GO:0042026","protein refolding",10,1,0.21,"0.18722"
"406","GO:0032692","negative regulation of interleukin-1 pro...",10,1,0.21,"0.18722"
"407","GO:0099558","maintenance of synapse structure",10,1,0.21,"0.18722"
"408","GO:2001044","regulation of integrin-mediated signalin...",10,1,0.21,"0.18722"
"409","GO:0019227","neuronal action potential propagation",10,1,0.21,"0.18722"
"410","GO:1902474","positive regulation of protein localizat...",10,1,0.21,"0.18722"
"411","GO:0001675","acrosome assembly",10,1,0.21,"0.18722"
"412","GO:0007560","imaginal disc morphogenesis",273,4,5.6,"0.18776"
"413","GO:0001751","compound eye photoreceptor cell differen...",128,5,2.62,"0.18798"
"414","GO:0040018","positive regulation of multicellular org...",73,3,1.5,"0.18841"
"415","GO:0045838","positive regulation of membrane potentia...",39,2,0.8,"0.19012"
"416","GO:0043010","camera-type eye development",270,10,5.54,"0.19132"
"417","GO:2000027","regulation of animal organ morphogenesis",211,7,4.33,"0.19184"
"418","GO:0043436","oxoacid metabolic process",667,10,13.68,"0.19200"
"419","GO:0009314","response to radiation",461,20,9.45,"0.19202"
"420","GO:0006855","xenobiotic transmembrane transport",74,3,1.52,"0.19362"
"421","GO:0016311","dephosphorylation",280,8,5.74,"0.19552"
"422","GO:0007617","mating behavior",139,10,2.85,"0.19649"
"423","GO:0030513","positive regulation of BMP signaling pat...",40,2,0.82,"0.19760"
"424","GO:1902475","L-alpha-amino acid transmembrane transpo...",40,2,0.82,"0.19760"
"425","GO:0001508","action potential",101,8,2.07,"0.19795"
"426","GO:0007173","epidermal growth factor receptor signali...",114,3,2.34,"0.19857"
"427","GO:0032496","response to lipopolysaccharide",170,5,3.49,"0.19874"
"428","GO:0019233","sensory perception of pain",99,9,2.03,"0.20112"
"429","GO:0070371","ERK1 and ERK2 cascade",137,5,2.81,"0.20227"
"430","GO:0001558","regulation of cell growth",319,9,6.54,"0.20336"
"431","GO:0051964","negative regulation of synapse assembly",53,2,1.09,"0.20375"
"432","GO:0021891","olfactory bulb interneuron development",11,1,0.23,"0.20391"
"433","GO:0098719","sodium ion import across plasma membrane",11,1,0.23,"0.20391"
"434","GO:0048172","regulation of short-term neuronal synapt...",11,1,0.23,"0.20391"
"435","GO:0010455","positive regulation of cell fate commitm...",11,1,0.23,"0.20391"
"436","GO:0042362","fat-soluble vitamin biosynthetic process",11,1,0.23,"0.20391"
"437","GO:0060670","branching involved in labyrinthine layer...",11,1,0.23,"0.20391"
"438","GO:0061478","response to platelet aggregation inhibit...",11,1,0.23,"0.20391"
"439","GO:0006011","UDP-glucose metabolic process",11,1,0.23,"0.20391"
"440","GO:0007451","dorsal/ventral lineage restriction, imag...",11,1,0.23,"0.20391"
"441","GO:0006032","chitin catabolic process",11,1,0.23,"0.20391"
"442","GO:0021521","ventral spinal cord interneuron specific...",11,1,0.23,"0.20391"
"443","GO:0032930","positive regulation of superoxide anion ...",11,1,0.23,"0.20391"
"444","GO:0014048","regulation of glutamate secretion",11,1,0.23,"0.20391"
"445","GO:0019585","glucuronate metabolic process",11,1,0.23,"0.20391"
"446","GO:0042159","lipoprotein catabolic process",11,1,0.23,"0.20391"
"447","GO:0035223","leg disc pattern formation",11,1,0.23,"0.20391"
"448","GO:0048884","neuromast development",11,1,0.23,"0.20391"
"449","GO:0043056","forward locomotion",11,1,0.23,"0.20391"
"450","GO:0009437","carnitine metabolic process",11,1,0.23,"0.20391"
"451","GO:2000303","regulation of ceramide biosynthetic proc...",11,1,0.23,"0.20391"
"452","GO:0070102","interleukin-6-mediated signaling pathway",11,1,0.23,"0.20391"
"453","GO:0048630","skeletal muscle tissue growth",11,1,0.23,"0.20391"
"454","GO:0021903","rostrocaudal neural tube patterning",11,1,0.23,"0.20391"
"455","GO:0046339","diacylglycerol metabolic process",11,1,0.23,"0.20391"
"456","GO:0060287","epithelial cilium movement involved in d...",11,1,0.23,"0.20391"
"457","GO:0043951","negative regulation of cAMP-mediated sig...",11,1,0.23,"0.20391"
"458","GO:0061042","vascular wound healing",11,1,0.23,"0.20391"
"459","GO:0060729","intestinal epithelial structure maintena...",11,1,0.23,"0.20391"
"460","GO:0046184","aldehyde biosynthetic process",11,1,0.23,"0.20391"
"461","GO:0036152","phosphatidylethanolamine acyl-chain remo...",11,1,0.23,"0.20391"
"462","GO:0060897","neural plate regionalization",11,1,0.23,"0.20391"
"463","GO:0006700","C21-steroid hormone biosynthetic process",11,1,0.23,"0.20391"
"464","GO:0071362","cellular response to ether",11,1,0.23,"0.20391"
"465","GO:0050829","defense response to Gram-negative bacter...",76,3,1.56,"0.20416"
"466","GO:0060828","regulation of canonical Wnt signaling pa...",172,4,3.53,"0.20426"
"467","GO:0030865","cortical cytoskeleton organization",76,2,1.56,"0.20429"
"468","GO:0006820","monoatomic anion transport",359,19,7.36,"0.20711"
"469","GO:1990830","cellular response to leukemia inhibitory...",77,3,1.58,"0.20948"
"470","GO:0016203","muscle attachment",42,2,0.86,"0.21265"
"471","GO:0090303","positive regulation of wound healing",42,2,0.86,"0.21265"
"472","GO:0031290","retinal ganglion cell axon guidance",42,2,0.86,"0.21265"
"473","GO:0001764","neuron migration",149,5,3.06,"0.21342"
"474","GO:0046488","phosphatidylinositol metabolic process",135,6,2.77,"0.21718"
"475","GO:0051932","synaptic transmission, GABAergic",41,3,0.84,"0.21853"
"476","GO:0046661","male sex differentiation",154,4,3.16,"0.22015"
"477","GO:0060065","uterus development",12,1,0.25,"0.22025"
"478","GO:0045433","male courtship behavior, veined wing gen...",12,1,0.25,"0.22025"
"479","GO:1903538","regulation of meiotic cell cycle process...",12,1,0.25,"0.22025"
"480","GO:0032353","negative regulation of hormone biosynthe...",12,1,0.25,"0.22025"
"481","GO:0007449","proximal/distal pattern formation, imagi...",12,1,0.25,"0.22025"
"482","GO:0014029","neural crest formation",12,1,0.25,"0.22025"
"483","GO:0030238","male sex determination",12,1,0.25,"0.22025"
"484","GO:0032460","negative regulation of protein oligomeri...",12,1,0.25,"0.22025"
"485","GO:0030206","chondroitin sulfate biosynthetic process",12,1,0.25,"0.22025"
"486","GO:2000651","positive regulation of sodium ion transm...",12,1,0.25,"0.22025"
"487","GO:0007176","regulation of epidermal growth factor-ac...",12,1,0.25,"0.22025"
"488","GO:0055062","phosphate ion homeostasis",12,1,0.25,"0.22025"
"489","GO:0071280","cellular response to copper ion",12,1,0.25,"0.22025"
"490","GO:0046058","cAMP metabolic process",12,1,0.25,"0.22025"
"491","GO:0009312","oligosaccharide biosynthetic process",12,1,0.25,"0.22025"
"492","GO:0000050","urea cycle",12,1,0.25,"0.22025"
"493","GO:0048866","stem cell fate specification",12,1,0.25,"0.22025"
"494","GO:0035212","cell competition in a multicellular orga...",12,1,0.25,"0.22025"
"495","GO:0045760","positive regulation of action potential",12,1,0.25,"0.22025"
"496","GO:0048800","antennal morphogenesis",12,1,0.25,"0.22025"
"497","GO:0042711","maternal behavior",12,1,0.25,"0.22025"
"498","GO:1903306","negative regulation of regulated secreto...",12,1,0.25,"0.22025"
"499","GO:0010560","positive regulation of glycoprotein bios...",12,1,0.25,"0.22025"
"500","GO:0017121","plasma membrane phospholipid scrambling",12,1,0.25,"0.22025"
"501","GO:0046929","negative regulation of neurotransmitter ...",12,1,0.25,"0.22025"
"502","GO:0051597","response to methylmercury",12,1,0.25,"0.22025"
"503","GO:0015812","gamma-aminobutyric acid transport",12,1,0.25,"0.22025"
"504","GO:0007542","primary sex determination, germ-line",12,1,0.25,"0.22025"
"505","GO:0008343","adult feeding behavior",12,1,0.25,"0.22025"
"506","GO:0003180","aortic valve morphogenesis",12,1,0.25,"0.22025"
"507","GO:0003128","heart field specification",12,1,0.25,"0.22025"
"508","GO:0031101","fin regeneration",12,1,0.25,"0.22025"
"509","GO:0051016","barbed-end actin filament capping",12,1,0.25,"0.22025"
"510","GO:0051044","positive regulation of membrane protein ...",12,1,0.25,"0.22025"
"511","GO:0042045","epithelial fluid transport",12,1,0.25,"0.22025"
"512","GO:2000253","positive regulation of feeding behavior",12,1,0.25,"0.22025"
"513","GO:0072273","metanephric nephron morphogenesis",12,1,0.25,"0.22025"
"514","GO:0090200","positive regulation of release of cytoch...",12,1,0.25,"0.22025"
"515","GO:0014821","phasic smooth muscle contraction",12,1,0.25,"0.22025"
"516","GO:0008104","protein localization",1760,28,36.09,"0.22042"
"517","GO:0045475","locomotor rhythm",44,2,0.9,"0.22781"
"518","GO:0035094","response to nicotine",44,2,0.9,"0.22781"
"519","GO:0048699","generation of neurons",1378,45,28.25,"0.22861"
"520","GO:0048675","axon extension",163,6,3.34,"0.23200"
"521","GO:0051384","response to glucocorticoid",119,5,2.44,"0.23304"
"522","GO:0007611","learning or memory",308,15,6.32,"0.23307"
"523","GO:0043268","positive regulation of potassium ion tra...",46,4,0.94,"0.23325"
"524","GO:0000122","negative regulation of transcription by ...",460,12,9.43,"0.23389"
"525","GO:0035017","cuticle pattern formation",35,3,0.72,"0.23426"
"526","GO:0002262","myeloid cell homeostasis",96,4,1.97,"0.23457"
"527","GO:0070372","regulation of ERK1 and ERK2 cascade",126,4,2.58,"0.23537"
"528","GO:0036445","neuronal stem cell division",45,2,0.92,"0.23542"
"529","GO:0021892","cerebral cortex GABAergic interneuron di...",13,1,0.27,"0.23627"
"530","GO:0097402","neuroblast migration",13,1,0.27,"0.23627"
"531","GO:0010155","regulation of proton transport",13,1,0.27,"0.23627"
"532","GO:1990000","amyloid fibril formation",13,1,0.27,"0.23627"
"533","GO:0030851","granulocyte differentiation",13,1,0.27,"0.23627"
"534","GO:0060384","innervation",13,1,0.27,"0.23627"
"535","GO:0050955","thermoception",13,1,0.27,"0.23627"
"536","GO:0009404","toxin metabolic process",13,1,0.27,"0.23627"
"537","GO:0042789","mRNA transcription by RNA polymerase II",13,1,0.27,"0.23627"
"538","GO:2001240","negative regulation of extrinsic apoptot...",13,1,0.27,"0.23627"
"539","GO:0033006","regulation of mast cell activation invol...",13,1,0.27,"0.23627"
"540","GO:0050482","arachidonic acid secretion",13,1,0.27,"0.23627"
"541","GO:0071800","podosome assembly",13,1,0.27,"0.23627"
"542","GO:2000370","positive regulation of clathrin-dependen...",13,1,0.27,"0.23627"
"543","GO:1900369","negative regulation of post-transcriptio...",13,1,0.27,"0.23627"
"544","GO:0031441","negative regulation of mRNA 3'-end proce...",13,1,0.27,"0.23627"
"545","GO:0098901","regulation of cardiac muscle cell action...",13,1,0.27,"0.23627"
"546","GO:0001759","organ induction",13,1,0.27,"0.23627"
"547","GO:0046475","glycerophospholipid catabolic process",13,1,0.27,"0.23627"
"548","GO:0043950","positive regulation of cAMP-mediated sig...",13,1,0.27,"0.23627"
"549","GO:0003184","pulmonary valve morphogenesis",13,1,0.27,"0.23627"
"550","GO:0043302","positive regulation of leukocyte degranu...",13,1,0.27,"0.23627"
"551","GO:0043304","regulation of mast cell degranulation",13,1,0.27,"0.23627"
"552","GO:0060742","epithelial cell differentiation involved...",13,1,0.27,"0.23627"
"553","GO:0036151","phosphatidylcholine acyl-chain remodelin...",13,1,0.27,"0.23627"
"554","GO:0016114","terpenoid biosynthetic process",13,1,0.27,"0.23627"
"555","GO:1990709","presynaptic active zone organization",13,1,0.27,"0.23627"
"556","GO:0097320","plasma membrane tubulation",13,1,0.27,"0.23627"
"557","GO:0060285","cilium-dependent cell motility",92,2,1.89,"0.23708"
"558","GO:0032535","regulation of cellular component size",324,6,6.64,"0.23812"
"559","GO:0048589","developmental growth",776,24,15.91,"0.24057"
"560","GO:0072347","response to anesthetic",83,3,1.7,"0.24198"
"561","GO:0007608","sensory perception of smell",46,2,0.94,"0.24304"
"562","GO:0007179","transforming growth factor beta receptor...",116,3,2.38,"0.24400"
"563","GO:0019953","sexual reproduction",1340,23,27.48,"0.24436"
"564","GO:0062014","negative regulation of small molecule me...",59,4,1.21,"0.24676"
"565","GO:0060047","heart contraction",150,7,3.08,"0.24749"
"566","GO:0018958","phenol-containing compound metabolic pro...",100,4,2.05,"0.25025"
"567","GO:0002088","lens development in camera-type eye",47,2,0.96,"0.25067"
"568","GO:0050885","neuromuscular process controlling balanc...",47,2,0.96,"0.25067"
"569","GO:0043113","receptor clustering",47,2,0.96,"0.25067"
"570","GO:0045465","R8 cell differentiation",14,1,0.29,"0.25195"
"571","GO:0032958","inositol phosphate biosynthetic process",14,1,0.29,"0.25195"
"572","GO:0032303","regulation of icosanoid secretion",14,1,0.29,"0.25195"
"573","GO:0014019","neuroblast development",14,1,0.29,"0.25195"
"574","GO:0042447","hormone catabolic process",14,1,0.29,"0.25195"
"575","GO:0032462","regulation of protein homooligomerizatio...",14,1,0.29,"0.25195"
"576","GO:2000678","negative regulation of transcription reg...",14,1,0.29,"0.25195"
"577","GO:0001961","positive regulation of cytokine-mediated...",14,1,0.29,"0.25195"
"578","GO:0043697","cell dedifferentiation",14,1,0.29,"0.25195"
"579","GO:0007205","protein kinase C-activating G protein-co...",14,1,0.29,"0.25195"
"580","GO:0016059","deactivation of rhodopsin mediated signa...",14,1,0.29,"0.25195"
"581","GO:0042744","hydrogen peroxide catabolic process",14,1,0.29,"0.25195"
"582","GO:0048671","negative regulation of collateral sprout...",14,1,0.29,"0.25195"
"583","GO:2000300","regulation of synaptic vesicle exocytosi...",14,1,0.29,"0.25195"
"584","GO:0002686","negative regulation of leukocyte migrati...",14,1,0.29,"0.25195"
"585","GO:0000479","endonucleolytic cleavage of tricistronic...",14,1,0.29,"0.25195"
"586","GO:0001893","maternal placenta development",14,1,0.29,"0.25195"
"587","GO:0015697","quaternary ammonium group transport",14,1,0.29,"0.25195"
"588","GO:0044849","estrous cycle",14,1,0.29,"0.25195"
"589","GO:0006704","glucocorticoid biosynthetic process",14,1,0.29,"0.25195"
"590","GO:0048499","synaptic vesicle membrane organization",14,1,0.29,"0.25195"
"591","GO:0033198","response to ATP",14,1,0.29,"0.25195"
"592","GO:0021794","thalamus development",14,1,0.29,"0.25195"
"593","GO:0033189","response to vitamin A",14,1,0.29,"0.25195"
"594","GO:0030111","regulation of Wnt signaling pathway",225,5,4.61,"0.25241"
"595","GO:0007584","response to nutrient",209,9,4.29,"0.25344"
"596","GO:0019216","regulation of lipid metabolic process",241,8,4.94,"0.25354"
"597","GO:0032956","regulation of actin cytoskeleton organiz...",204,3,4.18,"0.25572"
"598","GO:0045494","photoreceptor cell maintenance",48,2,0.98,"0.25832"
"599","GO:0019886","antigen processing and presentation of e...",48,2,0.98,"0.25832"
"600","GO:0050728","negative regulation of inflammatory resp...",48,2,0.98,"0.25832"
"601","GO:0071333","cellular response to glucose stimulus",89,9,1.82,"0.25881"
"602","GO:0048608","reproductive structure development",405,12,8.3,"0.25906"
"603","GO:0051240","positive regulation of multicellular org...",1083,36,22.21,"0.26127"
"604","GO:0021602","cranial nerve morphogenesis",37,3,0.76,"0.26509"
