# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "results/reference/Trinity_20210112_longestORFperGene.fasta.eggnog.gtf" "-o" "results/counts/counts_matrix.txt" "-t" "exon" "-g" "gene_id" "-G" "results/reference/Trinity_20210112_longestORFperGene.fasta" "-T" "20" "results/star/mapping/SA01/Aligned.out.sam" "results/star/mapping/SA02/Aligned.out.sam" "results/star/mapping/SA03/Aligned.out.sam" "results/star/mapping/SA04/Aligned.out.sam" "results/star/mapping/SA05/Aligned.out.sam" "results/star/mapping/SA06/Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	results/star/mapping/SA01/Aligned.out.sam	results/star/mapping/SA02/Aligned.out.sam	results/star/mapping/SA03/Aligned.out.sam	results/star/mapping/SA04/Aligned.out.sam	results/star/mapping/SA05/Aligned.out.sam	results/star/mapping/SA06/Aligned.out.sam
TRINITY_DN168_c0_g2	TRINITY_DN168_c0_g2_i1	1	2213	-	2213	2626	1138	1699	1314	281	521
TRINITY_DN168_c1_g1	TRINITY_DN168_c1_g1_i1	1	1820	-	1820	151	75	74	92	17	25
TRINITY_DN102_c0_g1	TRINITY_DN102_c0_g1_i3	1	4703	-	4703	18	12790	974	965	19599	1992
TRINITY_DN177_c0_g1	TRINITY_DN177_c0_g1_i2	1	1535	-	1535	1543	1484	4107	2330	2752	3902
TRINITY_DN157_c2_g1	TRINITY_DN157_c2_g1_i1	1	902	-	902	12248	13130	14807	12218	10863	9138
TRINITY_DN161_c0_g1	TRINITY_DN161_c0_g1_i1	1	1039	-	1039	0	6	0	0	1	2
TRINITY_DN112_c0_g1	TRINITY_DN112_c0_g1_i8	1	3023	-	3023	9683	12478	18769	5657	4077	4640
TRINITY_DN112_c2_g1	TRINITY_DN112_c2_g1_i1	1	778	-	778	112	108	223	45	9	10
TRINITY_DN112_c3_g1	TRINITY_DN112_c3_g1_i1	1	2955	-	2955	989	2164	2527	423	444	1817
TRINITY_DN112_c4_g2	TRINITY_DN112_c4_g2_i7	1	1575	-	1575	440	565	987	370	388	442
TRINITY_DN112_c4_g3	TRINITY_DN112_c4_g3_i3	1	2309	-	2309	2917	5057	8077	1856	1849	2940
TRINITY_DN112_c6_g1	TRINITY_DN112_c6_g1_i1	1	3614	-	3614	3918	2206	2738	2007	491	1175
TRINITY_DN162_c0_g1	TRINITY_DN162_c0_g1_i6	1	2396	-	2396	659	757	1380	272	187	302
TRINITY_DN193_c0_g1	TRINITY_DN193_c0_g1_i1	1	1725	-	1725	8105	842	391	5683	472	365
TRINITY_DN190_c0_g1	TRINITY_DN190_c0_g1_i8	1	2974	-	2974	592	843	2787	674	783	1760
TRINITY_DN187_c0_g1	TRINITY_DN187_c0_g1_i9	1	4264	-	4264	969	1047	2024	1520	1127	2656
TRINITY_DN135_c0_g1	TRINITY_DN135_c0_g1_i5	1	7167	-	7167	3088	83	238	4635	77	71
TRINITY_DN146_c0_g1	TRINITY_DN146_c0_g1_i4	1	952	-	952	656	167	67	774	99	30
TRINITY_DN146_c0_g3	TRINITY_DN146_c0_g3_i1	1	881	-	881	858	443	1265	958	341	733
TRINITY_DN166_c0_g1	TRINITY_DN166_c0_g1_i10	1	2949	-	2949	4510	8766	17263	7377	10545	16104
TRINITY_DN141_c0_g1	TRINITY_DN141_c0_g1_i1	1	1601	-	1601	5	2	6651	0	2	7550
TRINITY_DN143_c0_g1	TRINITY_DN143_c0_g1_i1	1	1359	-	1359	359	551	411	233	156	91
TRINITY_DN142_c0_g1	TRINITY_DN142_c0_g1_i1	1	1011	-	1011	376	686	1568	606	1076	1621
TRINITY_DN160_c0_g1	TRINITY_DN160_c0_g1_i3	1	1868	-	1868	864	602	248	2047	686	308
TRINITY_DN120_c0_g1	TRINITY_DN120_c0_g1_i1	1	1857	-	1857	574	929	630	138	46	17
TRINITY_DN120_c0_g2	TRINITY_DN120_c0_g2_i1	1	2315	-	2315	721	1141	1092	173	68	34
TRINITY_DN199_c0_g1	TRINITY_DN199_c0_g1_i1	1	622	-	622	1668	723	1709	53	135	101
TRINITY_DN104_c0_g1	TRINITY_DN104_c0_g1_i4	1	6389	-	6389	4995	4233	5639	2308	1858	3053
TRINITY_DN128_c0_g1	TRINITY_DN128_c0_g1_i4	1	7941	-	7941	3240	3038	2454	1660	1023	1166
TRINITY_DN128_c0_g2	TRINITY_DN128_c0_g2_i1	1	2428	-	2428	423	424	479	115	105	136
TRINITY_DN129_c0_g1	TRINITY_DN129_c0_g1_i5	1	2568	-	2568	382	397	1078	629	599	1338
TRINITY_DN129_c0_g2	TRINITY_DN129_c0_g2_i5	1	3753	-	3753	6270	4358	5596	5827	2704	3315
TRINITY_DN129_c1_g2	TRINITY_DN129_c1_g2_i2	1	1862	-	1862	1212	1690	3834	4098	5199	7786
TRINITY_DN155_c0_g1	TRINITY_DN155_c0_g1_i6	1	2385	-	2385	3822	1991	2849	2127	1144	1468
TRINITY_DN155_c1_g1	TRINITY_DN155_c1_g1_i2	1	619	-	619	571	428	735	336	255	325
TRINITY_DN155_c5_g2	TRINITY_DN155_c5_g2_i1	1	4519	-	4519	210	252	219	62	45	35
TRINITY_DN125_c0_g1	TRINITY_DN125_c0_g1_i1	1	1285	-	1285	363	383	1288	391	416	728
TRINITY_DN132_c0_g2	TRINITY_DN132_c0_g2_i1	1	2900	-	2900	250	75	452	108	10	168
TRINITY_DN132_c0_g3	TRINITY_DN132_c0_g3_i3	1	2386	-	2386	1173	771	1670	2382	1217	1609
TRINITY_DN132_c0_g4	TRINITY_DN132_c0_g4_i2	1	982	-	982	363	379	472	604	672	750
TRINITY_DN132_c0_g5	TRINITY_DN132_c0_g5_i1	1	1511	-	1511	165	111	173	72	63	49
TRINITY_DN132_c0_g1	TRINITY_DN132_c0_g1_i3	1	2716	-	2716	737	111	779	381	22	267
TRINITY_DN127_c0_g1	TRINITY_DN127_c0_g1_i1	1	2379	-	2379	3579	4834	7203	4173	7546	9553
TRINITY_DN127_c1_g1	TRINITY_DN127_c1_g1_i4	1	1211	-	1211	315	394	533	552	468	661
TRINITY_DN127_c1_g2	TRINITY_DN127_c1_g2_i2	1	1866	-	1866	23474	36284	52196	17906	30609	45239
TRINITY_DN127_c3_g1	TRINITY_DN127_c3_g1_i3	1	1035	-	1035	36	44	41	11	8	9
TRINITY_DN134_c0_g2	TRINITY_DN134_c0_g2_i5	1	3367	-	3367	1474	1509	1491	1464	1630	1418
TRINITY_DN134_c0_g3	TRINITY_DN134_c0_g3_i2	1	1283	-	1283	846	1180	1657	1170	1907	3485
TRINITY_DN194_c0_g1	TRINITY_DN194_c0_g1_i10	1	2099	-	2099	925	839	1570	888	970	2118
TRINITY_DN156_c0_g1	TRINITY_DN156_c0_g1_i7	1	2197	-	2197	550	519	629	882	313	265
TRINITY_DN131_c0_g1	TRINITY_DN131_c0_g1_i6	1	2081	-	2081	1654	2350	2814	2013	2471	1810
TRINITY_DN131_c1_g1	TRINITY_DN131_c1_g1_i2	1	1818	-	1818	252	292	469	211	271	357
TRINITY_DN116_c0_g1	TRINITY_DN116_c0_g1_i4	1	10228	-	10228	368	1742	40425	96	431	6044
TRINITY_DN184_c1_g1	TRINITY_DN184_c1_g1_i2	1	3552	-	3552	5031	2018	2713	1772	815	1581
TRINITY_DN188_c0_g1	TRINITY_DN188_c0_g1_i1	1	1171	-	1171	5282	1696	628	3944	958	548
TRINITY_DN151_c0_g1	TRINITY_DN151_c0_g1_i1	1	2548	-	2548	501	2268	1571	514	3073	1950
TRINITY_DN151_c0_g2	TRINITY_DN151_c0_g2_i3	1	1979	-	1979	1101	734	2164	1545	433	1081
TRINITY_DN151_c0_g3	TRINITY_DN151_c0_g3_i2	1	855	-	855	2	48	53	0	21	11
TRINITY_DN163_c0_g1	TRINITY_DN163_c0_g1_i10	1	8632	-	8632	2487	2465	4848	1881	1450	3336
TRINITY_DN196_c0_g1	TRINITY_DN196_c0_g1_i1	1	3549	-	3549	1096	1160	1530	582	543	1187
TRINITY_DN196_c0_g2	TRINITY_DN196_c0_g2_i1	1	2274	-	2274	1013	1392	1312	653	784	898
TRINITY_DN110_c0_g1	TRINITY_DN110_c0_g1_i1	1	1615	-	1615	184	290	2109	461	644	1980
TRINITY_DN119_c0_g1	TRINITY_DN119_c0_g1_i1	1	4760	-	4760	2137	1471	3014	1161	1061	2048
TRINITY_DN170_c0_g1	TRINITY_DN170_c0_g1_i3	1	3267	-	3267	4199	4336	6644	1297	1420	1283
TRINITY_DN159_c0_g1	TRINITY_DN159_c0_g1_i3	1	3699	-	3699	5868	3086	4023	1691	784	1171
TRINITY_DN159_c1_g2	TRINITY_DN159_c1_g2_i1	1	1712	-	1712	1291	1535	1305	1852	264	254
TRINITY_DN159_c2_g1	TRINITY_DN159_c2_g1_i1	1	1965	-	1965	126	71	68	87	17	30
TRINITY_DN159_c2_g3	TRINITY_DN159_c2_g3_i1	1	4458	-	4458	1288	1728	2402	735	822	1829
TRINITY_DN159_c2_g4	TRINITY_DN159_c2_g4_i1	1	302	-	302	13	7	4	40	14	4
TRINITY_DN145_c0_g1	TRINITY_DN145_c0_g1_i5	1	873	-	873	80	105	113	177	91	149
TRINITY_DN181_c0_g1	TRINITY_DN181_c0_g1_i1	1	1801	-	1801	151	50	333	143	14	201
TRINITY_DN181_c0_g2	TRINITY_DN181_c0_g2_i1	1	5640	-	5640	13222	521	838	9325	327	353
TRINITY_DN111_c0_g1	TRINITY_DN111_c0_g1_i5	1	2976	-	2976	951	1891	4338	1560	3699	4385
TRINITY_DN105_c0_g1	TRINITY_DN105_c0_g1_i1	1	3165	-	3165	2086	1848	3491	3083	1805	2712
TRINITY_DN165_c0_g1	TRINITY_DN165_c0_g1_i2	1	1068	-	1068	204	249	646	600	452	856
TRINITY_DN164_c0_g1	TRINITY_DN164_c0_g1_i2	1	1868	-	1868	1344	1719	3213	1616	1991	2115
TRINITY_DN172_c0_g1	TRINITY_DN172_c0_g1_i1	1	4410	-	4410	902	1257	2741	179	453	1785
TRINITY_DN172_c0_g2	TRINITY_DN172_c0_g2_i4	1	4888	-	4888	1926	2539	7642	2524	3015	7537
TRINITY_DN172_c0_g3	TRINITY_DN172_c0_g3_i1	1	2883	-	2883	770	1296	2712	337	611	2045
TRINITY_DN172_c1_g1	TRINITY_DN172_c1_g1_i1	1	554	-	554	4	1	3	7	8	8
TRINITY_DN137_c0_g1	TRINITY_DN137_c0_g1_i8	1	14581	-	14581	6	548	42	32	312	58
TRINITY_DN137_c0_g2	TRINITY_DN137_c0_g2_i13	1	14639	-	14639	2	325	22	18	389	83
TRINITY_DN178_c0_g1	TRINITY_DN178_c0_g1_i15	1	11599	-	11599	9386	7136	10836	2934	2206	3718
TRINITY_DN138_c0_g1	TRINITY_DN138_c0_g1_i4	1	12338	-	12338	2870	1734	3812	2236	727	1668
TRINITY_DN138_c1_g1	TRINITY_DN138_c1_g1_i5	1	13763	-	13763	1918	807	5789	1407	390	2173
TRINITY_DN122_c0_g1	TRINITY_DN122_c0_g1_i3	1	6218	-	6218	40757	4804	3320	17755	1965	1537
TRINITY_DN122_c1_g1	TRINITY_DN122_c1_g1_i2	1	648	-	648	3305	334	150	115	23	40
TRINITY_DN148_c0_g1	TRINITY_DN148_c0_g1_i1	1	1471	-	1471	1	1149	170	43	2268	623
TRINITY_DN123_c0_g1	TRINITY_DN123_c0_g1_i1	1	2776	-	2776	170	14	2199	46	1	2187
TRINITY_DN183_c0_g1	TRINITY_DN183_c0_g1_i4	1	1991	-	1991	939	1754	4283	1486	2679	5755
TRINITY_DN185_c0_g1	TRINITY_DN185_c0_g1_i1	1	4634	-	4634	59	19691	1207	1533	28315	2660
TRINITY_DN147_c0_g1	TRINITY_DN147_c0_g1_i2	1	2019	-	2019	944	625	648	508	415	302
TRINITY_DN175_c0_g1	TRINITY_DN175_c0_g1_i3	1	1661	-	1661	17	160	6878	3	68	5108
TRINITY_DN114_c0_g1	TRINITY_DN114_c0_g1_i2	1	3156	-	3156	951	776	1128	710	566	960
TRINITY_DN114_c0_g2	TRINITY_DN114_c0_g2_i1	1	1303	-	1303	171	326	610	171	155	447
TRINITY_DN154_c0_g1	TRINITY_DN154_c0_g1_i7	1	2078	-	2078	1192	861	1187	701	429	531
TRINITY_DN154_c1_g1	TRINITY_DN154_c1_g1_i4	1	2738	-	2738	851	690	806	1323	748	1027
TRINITY_DN174_c0_g1	TRINITY_DN174_c0_g1_i8	1	2180	-	2180	844	953	62214	1030	161	601
TRINITY_DN174_c1_g1	TRINITY_DN174_c1_g1_i10	1	475	-	475	39	32	32	20	5	7
TRINITY_DN173_c0_g1	TRINITY_DN173_c0_g1_i1	1	958	-	958	72	5456	701	28	5729	77
TRINITY_DN173_c0_g2	TRINITY_DN173_c0_g2_i1	1	1073	-	1073	155	439	254	76	366	28
TRINITY_DN133_c0_g1	TRINITY_DN133_c0_g1_i1	1	2575	-	2575	1009	1221	1658	1207	1532	1420
TRINITY_DN100_c0_g1	TRINITY_DN100_c0_g1_i1	1	6880	-	6880	5660	12322	2496	6446	8063	2013
TRINITY_DN100_c0_g3	TRINITY_DN100_c0_g3_i3	1	4844	-	4844	4850	1539	2222	2421	445	757
TRINITY_DN198_c0_g1	TRINITY_DN198_c0_g1_i1	1	3134	-	3134	4365	2551	2583	2413	1107	1012
TRINITY_DN115_c0_g1	TRINITY_DN115_c0_g1_i1	1	2547	-	2547	2167	820	2071	635	766	1510
TRINITY_DN115_c1_g1	TRINITY_DN115_c1_g1_i1	1	3558	-	3558	433	281	328	150	90	105
TRINITY_DN107_c0_g1	TRINITY_DN107_c0_g1_i1	1	5361	-	5361	4468	2492	2800	1342	566	885
TRINITY_DN144_c0_g1	TRINITY_DN144_c0_g1_i2	1	2123	-	2123	3	4694	400	326	5950	502
TRINITY_DN169_c1_g1	TRINITY_DN169_c1_g1_i1	1	543	-	543	3926	5599	7808	6151	8364	7093
TRINITY_DN176_c0_g1	TRINITY_DN176_c0_g1_i1	1	1334	-	1334	262	269	298	44	64	123
TRINITY_DN106_c0_g1	TRINITY_DN106_c0_g1_i1	1	3972	-	3972	7200	7355	3631	2936	1074	1037
TRINITY_DN139_c0_g1	TRINITY_DN139_c0_g1_i9	1	5803	-	5803	4625	3269	3110	1473	812	997
TRINITY_DN139_c0_g2	TRINITY_DN139_c0_g2_i4	1	1091	-	1091	1710	660	274	572	227	113
TRINITY_DN139_c0_g3	TRINITY_DN139_c0_g3_i1	1	1000	-	1000	207	571	393	15	342	112
TRINITY_DN113_c0_g1	TRINITY_DN113_c0_g1_i3	1	4176	-	4176	2182	1115	331	1213	242	332
TRINITY_DN197_c0_g1	TRINITY_DN197_c0_g1_i1	1	2020	-	2020	1337	469	137	1452	527	157
TRINITY_DN197_c0_g3	TRINITY_DN197_c0_g3_i2	1	1522	-	1522	1434	860	719	1463	382	379
TRINITY_DN197_c1_g1	TRINITY_DN197_c1_g1_i5	1	2347	-	2347	7111	2228	4461	2915	1101	1627
TRINITY_DN179_c0_g2	TRINITY_DN179_c0_g2_i7	1	3387	-	3387	51	5353	5354	195	2174	8728
TRINITY_DN179_c2_g3	TRINITY_DN179_c2_g3_i1	1	11478	-	11478	26360	1541	822	21871	1041	872
TRINITY_DN152_c0_g1	TRINITY_DN152_c0_g1_i9	1	1490	-	1490	7	4	12578	2	18	15125
TRINITY_DN152_c5_g2	TRINITY_DN152_c5_g2_i1	1	1399	-	1399	3006	5954	538	2721	8583	594
TRINITY_DN152_c9_g1	TRINITY_DN152_c9_g1_i1	1	2622	-	2622	623	653	250	1052	410	122
TRINITY_DN121_c1_g1	TRINITY_DN121_c1_g1_i6	1	2473	-	2473	1177	110	60	214	38	45
TRINITY_DN121_c1_g3	TRINITY_DN121_c1_g3_i2	1	2513	-	2513	416	338	278	329	214	251
TRINITY_DN121_c2_g1	TRINITY_DN121_c2_g1_i5	1	1418	-	1418	8991	2422	2725	7602	1275	2835
TRINITY_DN121_c3_g1	TRINITY_DN121_c3_g1_i2	1	3228	-	3228	9861	5910	6813	8669	3693	5641
TRINITY_DN121_c4_g1	TRINITY_DN121_c4_g1_i5	1	1896	-	1896	1360	1207	1575	1003	500	671
TRINITY_DN121_c4_g2	TRINITY_DN121_c4_g2_i1	1	2632	-	2632	1081	1072	1407	1058	753	1115
TRINITY_DN121_c35_g1	TRINITY_DN121_c35_g1_i1	1	2117	-	2117	10855	11191	21618	9064	8673	12671
TRINITY_DN121_c68_g1	TRINITY_DN121_c68_g1_i1	1	776	-	776	466	450	2495	212	367	1116
TRINITY_DN171_c0_g1	TRINITY_DN171_c0_g1_i2	1	3412	-	3412	1306	1292	4495	1152	1139	3256
TRINITY_DN171_c1_g1	TRINITY_DN171_c1_g1_i2	1	589	-	589	3	26	0	2792	2374	2758
TRINITY_DN117_c0_g1	TRINITY_DN117_c0_g1_i2	1	2687	-	2687	1879	989	1263	1304	485	744
TRINITY_DN117_c0_g2	TRINITY_DN117_c0_g2_i1	1	2167	-	2167	461	770	1468	479	1146	2124
TRINITY_DN149_c0_g1	TRINITY_DN149_c0_g1_i6	1	3542	-	3542	6494	2284	1593	3510	1041	567
TRINITY_DN270_c0_g1	TRINITY_DN270_c0_g1_i7	1	1664	-	1664	2227	943	981	805	175	219
TRINITY_DN270_c1_g1	TRINITY_DN270_c1_g1_i2	1	2023	-	2023	1	1985	275	158	3158	417
TRINITY_DN238_c0_g1	TRINITY_DN238_c0_g1_i1	1	2532	-	2532	1903	1773	3619	1458	1014	1426
TRINITY_DN203_c0_g1	TRINITY_DN203_c0_g1_i1	1	1238	-	1238	1008	1128	2721	1619	1964	3695
TRINITY_DN248_c0_g1	TRINITY_DN248_c0_g1_i2	1	1604	-	1604	1450	668	976	2168	518	670
TRINITY_DN248_c0_g2	TRINITY_DN248_c0_g2_i1	1	2363	-	2363	260	382	1803	304	545	1735
TRINITY_DN293_c0_g1	TRINITY_DN293_c0_g1_i1	1	1945	-	1945	944	759	1038	837	597	880
TRINITY_DN293_c0_g2	TRINITY_DN293_c0_g2_i2	1	1646	-	1646	753	579	978	645	605	860
TRINITY_DN293_c1_g1	TRINITY_DN293_c1_g1_i2	1	1833	-	1833	105	134	137	76	28	44
TRINITY_DN231_c0_g1	TRINITY_DN231_c0_g1_i4	1	2467	-	2467	15521	5425	10403	8967	2042	6522
TRINITY_DN296_c0_g1	TRINITY_DN296_c0_g1_i2	1	1255	-	1255	889	339	134	434	82	103
TRINITY_DN296_c0_g2	TRINITY_DN296_c0_g2_i3	1	2443	-	2443	1255	1651	3760	469	444	593
TRINITY_DN265_c0_g1	TRINITY_DN265_c0_g1_i4	1	1361	-	1361	3454	4485	7501	2997	3785	5938
TRINITY_DN229_c0_g1	TRINITY_DN229_c0_g1_i1	1	2159	-	2159	4024	4114	4885	2940	3248	2731
TRINITY_DN251_c0_g2	TRINITY_DN251_c0_g2_i1	1	1727	-	1727	252	226	189	492	355	332
TRINITY_DN251_c0_g4	TRINITY_DN251_c0_g4_i2	1	566	-	566	111	97	96	83	69	69
TRINITY_DN278_c0_g2	TRINITY_DN278_c0_g2_i3	1	3435	-	3435	1299	994	585	1084	356	506
TRINITY_DN278_c0_g3	TRINITY_DN278_c0_g3_i1	1	3057	-	3057	5836	473	341	7789	674	283
TRINITY_DN278_c0_g4	TRINITY_DN278_c0_g4_i2	1	20125	-	20125	7430	1575	2677	2999	432	1527
TRINITY_DN278_c1_g1	TRINITY_DN278_c1_g1_i3	1	7748	-	7748	1189	458	1495	851	153	608
TRINITY_DN278_c5_g1	TRINITY_DN278_c5_g1_i1	1	350	-	350	24	26	28	11	11	29
TRINITY_DN278_c7_g1	TRINITY_DN278_c7_g1_i3	1	2624	-	2624	1980	1028	1375	2059	891	877
TRINITY_DN278_c7_g2	TRINITY_DN278_c7_g2_i1	1	515	-	515	2	1	2	3	0	1
TRINITY_DN278_c9_g1	TRINITY_DN278_c9_g1_i2	1	1058	-	1058	35	48	68	10	2	3
TRINITY_DN291_c0_g1	TRINITY_DN291_c0_g1_i1	1	1562	-	1562	545	524	649	1056	835	1145
TRINITY_DN207_c0_g1	TRINITY_DN207_c0_g1_i3	1	9676	-	9676	14433	3616	6277	8122	1615	3592
TRINITY_DN279_c0_g1	TRINITY_DN279_c0_g1_i2	1	1390	-	1390	634	1064	1502	1237	1940	888
TRINITY_DN279_c0_g3	TRINITY_DN279_c0_g3_i2	1	2414	-	2414	1805	1054	1204	1481	718	1202
TRINITY_DN242_c0_g2	TRINITY_DN242_c0_g2_i13	1	3891	-	3891	467	340	277	202	98	115
TRINITY_DN242_c0_g3	TRINITY_DN242_c0_g3_i2	1	2527	-	2527	1870	2798	6638	1954	2827	4963
TRINITY_DN294_c0_g1	TRINITY_DN294_c0_g1_i5	1	1589	-	1589	589	651	874	398	362	521
TRINITY_DN275_c0_g1	TRINITY_DN275_c0_g1_i3	1	1588	-	1588	258	312	303	373	295	290
TRINITY_DN247_c0_g1	TRINITY_DN247_c0_g1_i6	1	2781	-	2781	932	1082	1900	767	843	1373
TRINITY_DN247_c1_g1	TRINITY_DN247_c1_g1_i2	1	2086	-	2086	2371	130	158	831	26	37
TRINITY_DN209_c0_g1	TRINITY_DN209_c0_g1_i2	1	4122	-	4122	3307	675	338	4188	635	123
TRINITY_DN209_c7_g1	TRINITY_DN209_c7_g1_i1	1	969	-	969	27	17	9	19	11	2
TRINITY_DN285_c0_g1	TRINITY_DN285_c0_g1_i1	1	1481	-	1481	247	360	428	241	386	519
TRINITY_DN240_c0_g1	TRINITY_DN240_c0_g1_i2	1	1177	-	1177	1708	2335	3104	1905	2603	2489
TRINITY_DN223_c0_g1	TRINITY_DN223_c0_g1_i7	1	2817	-	2817	956	706	921	200	154	146
TRINITY_DN259_c0_g1	TRINITY_DN259_c0_g1_i1	1	3597	-	3597	314	532	1793	277	296	955
TRINITY_DN259_c0_g2	TRINITY_DN259_c0_g2_i1	1	1172	-	1172	203	245	632	176	254	334
TRINITY_DN259_c0_g3	TRINITY_DN259_c0_g3_i1	1	2345	-	2345	262	371	488	171	228	241
TRINITY_DN213_c0_g1	TRINITY_DN213_c0_g1_i8	1	4402	-	4402	3515	1707	2230	4780	2446	3426
TRINITY_DN213_c0_g2	TRINITY_DN213_c0_g2_i1	1	719	-	719	34	28	52	21	15	7
TRINITY_DN262_c0_g1	TRINITY_DN262_c0_g1_i4	1	2068	-	2068	2746	1089	1395	1288	402	532
TRINITY_DN219_c0_g1	TRINITY_DN219_c0_g1_i4	1	5100	-	5100	1119	1425	2499	1008	902	2666
TRINITY_DN228_c0_g1	TRINITY_DN228_c0_g1_i7	1	5245	-	5245	2758	1579	1986	538	222	523
TRINITY_DN228_c1_g1	TRINITY_DN228_c1_g1_i2	1	1212	-	1212	1587	1483	2538	1513	1211	1719
TRINITY_DN228_c3_g1	TRINITY_DN228_c3_g1_i1	1	356	-	356	36	44	64	57	35	50
TRINITY_DN225_c0_g1	TRINITY_DN225_c0_g1_i3	1	2956	-	2956	1266	856	1296	695	370	589
TRINITY_DN297_c0_g1	TRINITY_DN297_c0_g1_i13	1	6196	-	6196	974	1547	1871	858	1330	3477
TRINITY_DN297_c0_g2	TRINITY_DN297_c0_g2_i7	1	8617	-	8617	2916	2412	2401	1894	1420	1776
TRINITY_DN210_c0_g1	TRINITY_DN210_c0_g1_i3	1	770	-	770	281	541	461	219	369	250
TRINITY_DN243_c0_g1	TRINITY_DN243_c0_g1_i1	1	12713	-	12713	2677	2707	3522	1306	702	903
TRINITY_DN243_c1_g1	TRINITY_DN243_c1_g1_i2	1	2984	-	2984	1006	917	1068	620	398	578
TRINITY_DN243_c2_g1	TRINITY_DN243_c2_g1_i8	1	1759	-	1759	147	195	252	22	20	116
TRINITY_DN243_c4_g1	TRINITY_DN243_c4_g1_i2	1	763	-	763	17	40	35	3	3	44
TRINITY_DN261_c0_g1	TRINITY_DN261_c0_g1_i1	1	2896	-	2896	1074	951	1211	607	504	978
TRINITY_DN214_c0_g2	TRINITY_DN214_c0_g2_i1	1	2710	-	2710	2371	3922	2465	1943	3784	1506
TRINITY_DN274_c0_g1	TRINITY_DN274_c0_g1_i2	1	3916	-	3916	18889	9012	1875	18611	6835	1005
TRINITY_DN287_c0_g1	TRINITY_DN287_c0_g1_i5	1	2371	-	2371	1419	1456	1600	938	673	793
TRINITY_DN202_c0_g1	TRINITY_DN202_c0_g1_i3	1	1132	-	1132	1080	175	253	1277	67	158
TRINITY_DN258_c0_g1	TRINITY_DN258_c0_g1_i3	1	5070	-	5070	3263	3744	5356	3996	3613	7028
TRINITY_DN227_c0_g1	TRINITY_DN227_c0_g1_i3	1	1047	-	1047	710	640	1271	831	847	846
TRINITY_DN206_c0_g1	TRINITY_DN206_c0_g1_i10	1	991	-	991	113	19	13	122	17	6
TRINITY_DN206_c1_g1	TRINITY_DN206_c1_g1_i1	1	457	-	457	8	3	2	79	7	1
TRINITY_DN222_c0_g1	TRINITY_DN222_c0_g1_i3	1	6270	-	6270	4778	7631	31738	7168	10831	86560
TRINITY_DN222_c66_g1	TRINITY_DN222_c66_g1_i1	1	2773	-	2773	177514	222031	338133	148002	210489	231431
TRINITY_DN266_c0_g2	TRINITY_DN266_c0_g2_i1	1	4153	-	4153	1768	953	935	1784	306	431
TRINITY_DN260_c0_g1	TRINITY_DN260_c0_g1_i7	1	3749	-	3749	2839	1636	1870	1953	990	801
TRINITY_DN260_c0_g2	TRINITY_DN260_c0_g2_i3	1	3831	-	3831	659	1394	3364	1022	1197	2266
TRINITY_DN276_c0_g1	TRINITY_DN276_c0_g1_i6	1	1721	-	1721	3626	3681	5278	1310	1353	1654
TRINITY_DN226_c0_g1	TRINITY_DN226_c0_g1_i11	1	2370	-	2370	888	897	950	960	652	1087
TRINITY_DN212_c0_g1	TRINITY_DN212_c0_g1_i4	1	2850	-	2850	817	1147	1190	893	1098	1645
TRINITY_DN263_c0_g1	TRINITY_DN263_c0_g1_i1	1	2447	-	2447	2753	3720	6699	1900	1868	3429
TRINITY_DN263_c1_g1	TRINITY_DN263_c1_g1_i10	1	799	-	799	19	31	623	144	179	1512
TRINITY_DN263_c1_g2	TRINITY_DN263_c1_g2_i1	1	1472	-	1472	1166	3261	7125	122	534	950
TRINITY_DN263_c1_g5	TRINITY_DN263_c1_g5_i1	1	1366	-	1366	32556	49781	68790	62149	84385	76187
TRINITY_DN263_c1_g3	TRINITY_DN263_c1_g3_i4	1	4023	-	4023	695	969	3959	1435	1728	4181
TRINITY_DN215_c0_g1	TRINITY_DN215_c0_g1_i1	1	3208	-	3208	1640	1072	1028	391	171	354
TRINITY_DN268_c0_g1	TRINITY_DN268_c0_g1_i3	1	2416	-	2416	1491	1005	1101	444	311	317
TRINITY_DN268_c1_g2	TRINITY_DN268_c1_g2_i3	1	334	-	334	109	129	180	133	63	87
TRINITY_DN257_c0_g1	TRINITY_DN257_c0_g1_i6	1	6945	-	6945	187	17467	2011	1262	24884	2939
TRINITY_DN257_c1_g1	TRINITY_DN257_c1_g1_i4	1	3106	-	3106	26982	1885	354	26160	2336	355
TRINITY_DN280_c0_g1	TRINITY_DN280_c0_g1_i2	1	1435	-	1435	822	268	1684	345	234	365
TRINITY_DN218_c0_g3	TRINITY_DN218_c0_g3_i1	1	1898	-	1898	3102	1448	1926	1167	606	730
TRINITY_DN218_c1_g1	TRINITY_DN218_c1_g1_i4	1	1690	-	1690	1946	2216	4350	1387	1764	2598
TRINITY_DN218_c2_g1	TRINITY_DN218_c2_g1_i1	1	1064	-	1064	843	138	14	1166	121	37
TRINITY_DN218_c6_g2	TRINITY_DN218_c6_g2_i1	1	1548	-	1548	583	456	707	676	478	883
TRINITY_DN218_c6_g3	TRINITY_DN218_c6_g3_i1	1	1561	-	1561	63	723	3892	60	621	12374
