"","GO.ID","Term","Annotated","Significant","Expected","classic","KS"
"332","GO:0032927","positive regulation of activin receptor ...",13,3,0.69,"0.02858","0.98037"
"333","GO:0071634","regulation of transforming growth factor...",13,3,0.69,"0.02858","0.25713"
"334","GO:0021903","rostrocaudal neural tube patterning",13,3,0.69,"0.02858","0.68306"
"335","GO:0007474","imaginal disc-derived wing vein specific...",33,5,1.75,"0.02869","0.47614"
"336","GO:0045773","positive regulation of axon extension",69,8,3.66,"0.02906","0.87771"
"337","GO:0007187","G protein-coupled receptor signaling pat...",109,11,5.79,"0.02966","0.40776"
"338","GO:0045494","photoreceptor cell maintenance",45,6,2.39,"0.03053","0.14691"
"339","GO:0007411","axon guidance",393,50,20.87,"0.03108","0.45629"
"340","GO:0060788","ectodermal placode formation",23,4,1.22,"0.03115","0.90018"
"341","GO:0071361","cellular response to ethanol",23,4,1.22,"0.03115","0.96862"
"342","GO:0007527","adult somatic muscle development",23,4,1.22,"0.03115","0.53063"
"343","GO:1902667","regulation of axon guidance",73,10,3.88,"0.03150","0.84831"
"344","GO:0060325","face morphogenesis",34,5,1.81,"0.03222","0.75477"
"345","GO:0008078","mesodermal cell migration",40,5,2.12,"0.03486","0.98670"
"346","GO:0046058","cAMP metabolic process",14,3,0.74,"0.03497","0.79782"
"347","GO:0002467","germinal center formation",14,3,0.74,"0.03497","0.97319"
"348","GO:0032717","negative regulation of interleukin-8 pro...",14,3,0.74,"0.03497","0.97953"
"349","GO:0072176","nephric duct development",14,3,0.74,"0.03497","0.82238"
"350","GO:2000257","regulation of protein activation cascade",14,3,0.74,"0.03497","0.86336"
"351","GO:0033564","anterior/posterior axon guidance",14,3,0.74,"0.03497","0.33842"
"352","GO:0048745","smooth muscle tissue development",14,3,0.74,"0.03497","0.98779"
"353","GO:0048867","stem cell fate determination",14,3,0.74,"0.03497","0.95798"
"354","GO:0009967","positive regulation of signal transducti...",1025,60,54.44,"0.03564","0.98826"
"355","GO:0007611","learning or memory",369,46,19.6,"0.03569","0.67673"
"356","GO:0060439","trachea morphogenesis",24,4,1.27,"0.03586","0.51871"
"357","GO:1903831","signal transduction involved in cellular...",24,4,1.27,"0.03586","0.85087"
"358","GO:0014017","neuroblast fate commitment",18,5,0.96,"0.03628","0.97106"
"359","GO:0019233","sensory perception of pain",100,20,5.31,"0.03655","0.70331"
"360","GO:0021575","hindbrain morphogenesis",40,4,2.12,"0.03659","0.80684"
"361","GO:0060674","placenta blood vessel development",25,3,1.33,"0.03662","0.99733"
"362","GO:0021537","telencephalon development",216,24,11.47,"0.03835","0.37862"
"363","GO:0030336","negative regulation of cell migration",174,15,9.24,"0.03864","0.99737"
"364","GO:0000122","negative regulation of transcription by ...",534,38,28.36,"0.03870","0.30075"
"365","GO:0046717","acid secretion",69,8,3.66,"0.03969","0.10720"
"366","GO:0050900","leukocyte migration",181,14,9.61,"0.03998","0.27914"
"367","GO:2000273","positive regulation of signaling recepto...",36,5,1.91,"0.04007","0.61837"
"368","GO:0007628","adult walking behavior",36,5,1.91,"0.04007","0.69309"
"369","GO:0001568","blood vessel development",445,25,23.63,"0.04131","0.38138"
"370","GO:0021983","pituitary gland development",31,7,1.65,"0.04135","0.95770"
"371","GO:0007480","imaginal disc-derived leg morphogenesis",61,7,3.24,"0.04183","0.68913"
"372","GO:0060914","heart formation",26,4,1.38,"0.04195","0.84604"
"373","GO:0050850","positive regulation of calcium-mediated ...",27,4,1.43,"0.04196","0.60829"
"374","GO:2001224","positive regulation of neuron migration",15,3,0.8,"0.04204","0.78991"
"375","GO:0001976","nervous system process involved in regul...",15,3,0.8,"0.04204","0.75670"
"376","GO:0046929","negative regulation of neurotransmitter ...",15,3,0.8,"0.04204","0.45961"
"377","GO:0032225","regulation of synaptic transmission, dop...",15,3,0.8,"0.04204","0.68878"
"378","GO:0007377","germ-band extension",15,3,0.8,"0.04204","0.35445"
"379","GO:0021513","spinal cord dorsal/ventral patterning",15,3,0.8,"0.04204","0.93077"
"380","GO:0048617","embryonic foregut morphogenesis",15,3,0.8,"0.04204","0.93847"
"381","GO:0018993","somatic sex determination",15,3,0.8,"0.04204","0.30433"
"382","GO:0001508","action potential",109,23,5.79,"0.04222","0.64936"
"383","GO:0030431","sleep",90,14,4.78,"0.04236","0.74390"
"384","GO:0007218","neuropeptide signaling pathway",49,6,2.6,"0.04396","0.76614"
"385","GO:2000243","positive regulation of reproductive proc...",117,11,6.21,"0.04580","0.35324"
"386","GO:0007367","segment polarity determination",26,4,1.38,"0.04645","0.80893"
"387","GO:0007606","sensory perception of chemical stimulus",88,16,4.67,"0.04768","0.72644"
"388","GO:0060113","inner ear receptor cell differentiation",85,14,4.51,"0.04802","0.90777"
"389","GO:0120035","regulation of plasma membrane bounded ce...",595,37,31.6,"0.04873","0.02932"
"390","GO:0031345","negative regulation of cell projection o...",163,14,8.66,"0.04878","0.97595"
"391","GO:0008049","male courtship behavior",38,5,2.02,"0.04897","0.02071"
"392","GO:0120036","plasma membrane bounded cell projection ...",1397,107,74.19,"0.04899","0.95657"
"393","GO:0098900","regulation of action potential",28,5,1.49,"0.04913","0.45461"
"394","GO:0014909","smooth muscle cell migration",68,7,3.61,"0.04916","0.87101"
"395","GO:0072273","metanephric nephron morphogenesis",17,4,0.9,"0.04921","0.84386"
"396","GO:0045217","cell-cell junction maintenance",29,4,1.54,"0.04933","0.96963"
"397","GO:0048566","embryonic digestive tract development",39,4,2.07,"0.04943","0.83569"
"398","GO:0090559","regulation of membrane permeability",61,5,3.24,"0.04946","0.98432"
"399","GO:0031987","locomotion involved in locomotory behavi...",37,3,1.97,"0.04960","0.56849"
"400","GO:0010951","negative regulation of endopeptidase act...",93,6,4.94,"0.04967","0.35958"
"401","GO:0035025","positive regulation of Rho protein signa...",16,3,0.85,"0.04976","0.96633"
"402","GO:0071498","cellular response to fluid shear stress",16,3,0.85,"0.04976","0.99528"
"403","GO:0032715","negative regulation of interleukin-6 pro...",16,3,0.85,"0.04976","0.99139"
"404","GO:0007412","axon target recognition",16,3,0.85,"0.04976","0.84281"
"405","GO:0050911","detection of chemical stimulus involved ...",16,3,0.85,"0.04976","0.97939"
"406","GO:0007190","activation of adenylate cyclase activity",16,3,0.85,"0.04976","0.63098"
"407","GO:0007171","activation of transmembrane receptor pro...",16,3,0.85,"0.04976","0.94250"
"408","GO:0014912","negative regulation of smooth muscle cel...",16,3,0.85,"0.04976","0.92813"
"409","GO:0090023","positive regulation of neutrophil chemot...",16,3,0.85,"0.04976","0.97664"
"410","GO:0046664","dorsal closure, amnioserosa morphology c...",16,3,0.85,"0.04976","0.79253"
"411","GO:0043405","regulation of MAP kinase activity",240,8,12.75,"0.05071","0.85892"
"412","GO:0022617","extracellular matrix disassembly",54,8,2.87,"0.05148","0.98443"
"413","GO:0008217","regulation of blood pressure",121,11,6.43,"0.05166","0.85591"
"414","GO:0050974","detection of mechanical stimulus involve...",47,13,2.5,"0.05206","0.98195"
"415","GO:0071772","response to BMP",144,17,7.65,"0.05217","0.96373"
"416","GO:0001975","response to amphetamine",27,4,1.43,"0.05232","0.26417"
"417","GO:0009235","cobalamin metabolic process",27,4,1.43,"0.05232","0.93410"
"418","GO:0055026","negative regulation of cardiac muscle ti...",27,4,1.43,"0.05232","0.30868"
"419","GO:0033563","dorsal/ventral axon guidance",27,4,1.43,"0.05232","0.78456"
"420","GO:0014016","neuroblast differentiation",25,7,1.33,"0.05259","0.94785"
"421","GO:0021987","cerebral cortex development",105,8,5.58,"0.05266","0.37527"
"422","GO:0060560","developmental growth involved in morphog...",306,35,16.25,"0.05269","0.64570"
"423","GO:1901379","regulation of potassium ion transmembran...",46,7,2.44,"0.05271","0.96589"
"424","GO:0086015","SA node cell action potential",11,5,0.58,"0.05273","0.98093"
"425","GO:0060966","regulation of gene silencing by regulato...",65,7,3.45,"0.05282","0.94740"
"426","GO:0032602","chemokine production",30,4,1.59,"0.05295","0.95133"
"427","GO:0048486","parasympathetic nervous system developme...",12,3,0.64,"0.05295","0.98136"
"428","GO:0051917","regulation of fibrinolysis",13,3,0.69,"0.05296","0.98827"
"429","GO:0060350","endochondral bone morphogenesis",28,3,1.49,"0.05305","0.99879"
"430","GO:1990089","response to nerve growth factor",87,5,4.62,"0.05317","0.95855"
"431","GO:0060467","negative regulation of fertilization",41,2,2.18,"0.05323","0.94776"
"432","GO:0072089","stem cell proliferation",176,16,9.35,"0.05336","0.80075"
"433","GO:0060964","regulation of miRNA-mediated gene silenc...",50,6,2.66,"0.05367","0.93883"
"434","GO:1901987","regulation of cell cycle phase transitio...",421,15,22.36,"0.05406","0.94640"
"435","GO:0009607","response to biotic stimulus",885,35,47,"0.05468","0.95611"
"436","GO:0010628","positive regulation of gene expression",1366,77,72.55,"0.05496","0.97317"
"437","GO:0051128","regulation of cellular component organiz...",1898,92,100.8,"0.05563","0.04829"
"438","GO:0035249","synaptic transmission, glutamatergic",75,14,3.98,"0.05580","0.48518"
"439","GO:0007519","skeletal muscle tissue development",136,11,7.22,"0.05588","0.80756"
"440","GO:0045596","negative regulation of cell differentiat...",502,36,26.66,"0.05600","0.43445"
"441","GO:0051898","negative regulation of phosphatidylinosi...",52,6,2.76,"0.05613","0.87844"
"442","GO:0005975","carbohydrate metabolic process",425,23,22.57,"0.05746","0.83631"
"443","GO:0031103","axon regeneration",78,8,4.14,"0.05760","0.98825"
"444","GO:0050890","cognition",392,51,20.82,"0.05765","0.52304"
"445","GO:0098655","monoatomic cation transmembrane transpor...",545,65,28.94,"0.05785","1.00000"
"446","GO:0042051","compound eye photoreceptor development",78,7,4.14,"0.05789","0.59432"
"447","GO:0002009","morphogenesis of an epithelium",841,71,44.67,"0.05794","0.70933"
"448","GO:0044331","cell-cell adhesion mediated by cadherin",31,4,1.65,"0.05804","0.70492"
"449","GO:0090328","regulation of olfactory learning",17,3,0.9,"0.05812","0.20220"
"450","GO:0035988","chondrocyte proliferation",17,3,0.9,"0.05812","0.33360"
"451","GO:2000179","positive regulation of neural precursor ...",37,4,1.97,"0.05814","0.73096"
"452","GO:0017015","regulation of transforming growth factor...",97,8,5.15,"0.05846","0.99228"
"453","GO:0006940","regulation of smooth muscle contraction",59,7,3.13,"0.05853","0.77478"
"454","GO:0035332","positive regulation of hippo signaling",28,4,1.49,"0.05859","0.60080"
"455","GO:0016476","regulation of embryonic cell shape",40,5,2.12,"0.05895","0.64718"
"456","GO:0010977","negative regulation of neuron projection...",132,10,7.01,"0.06002","0.89008"
"457","GO:2000147","positive regulation of cell motility",286,24,15.19,"0.06196","0.54624"
"458","GO:0050907","detection of chemical stimulus involved ...",24,5,1.27,"0.06320","0.77262"
"459","GO:0022037","metencephalon development",93,8,4.94,"0.06335","0.64252"
"460","GO:0009798","axis specification",254,16,13.49,"0.06348","0.58515"
"461","GO:0048592","eye morphogenesis",369,22,19.6,"0.06350","0.68884"
"462","GO:0048808","male genitalia morphogenesis",20,3,1.06,"0.06362","0.29216"
"463","GO:0006110","regulation of glycolytic process",41,5,2.18,"0.06435","0.99959"
"464","GO:0061351","neural precursor cell proliferation",197,20,10.46,"0.06456","0.18773"
"465","GO:0055117","regulation of cardiac muscle contraction",47,11,2.5,"0.06495","0.98521"
"466","GO:0007267","cell-cell signaling",1118,106,59.38,"0.06506","0.52171"
"467","GO:0007632","visual behavior",96,13,5.1,"0.06513","0.64798"
"468","GO:0048520","positive regulation of behavior",78,12,4.14,"0.06515","0.87443"
"469","GO:1902669","positive regulation of axon guidance",29,4,1.54,"0.06523","0.46185"
"470","GO:0050885","neuromuscular process controlling balanc...",54,6,2.87,"0.06526","0.65523"
"471","GO:0032870","cellular response to hormone stimulus",520,36,27.62,"0.06553","0.94449"
"472","GO:0015804","neutral amino acid transport",33,7,1.75,"0.06603","0.62398"
"473","GO:0001708","cell fate specification",193,19,10.25,"0.06698","0.17089"
"474","GO:0003085","negative regulation of systemic arterial...",18,3,0.96,"0.06709","0.62354"
"475","GO:0070121","Kupffer's vesicle development",18,3,0.96,"0.06709","0.63912"
"476","GO:0031645","negative regulation of nervous system pr...",18,3,0.96,"0.06709","0.28509"
"477","GO:0042417","dopamine metabolic process",40,4,2.12,"0.06715","0.70312"
"478","GO:0007423","sensory organ development",744,62,39.51,"0.06850","0.53604"
"479","GO:0003151","outflow tract morphogenesis",56,7,2.97,"0.06939","0.69973"
"480","GO:0035176","social behavior",30,4,1.59,"0.07225","0.30161"
"481","GO:0048665","neuron fate specification",30,4,1.59,"0.07225","0.92806"
"482","GO:0030325","adrenal gland development",30,4,1.59,"0.07225","0.16012"
"483","GO:0001947","heart looping",69,7,3.66,"0.07247","0.79098"
"484","GO:0019933","cAMP-mediated signaling",73,8,3.88,"0.07520","0.42119"
"485","GO:0035094","response to nicotine",56,6,2.97,"0.07522","0.42216"
"486","GO:0007443","Malpighian tubule morphogenesis",56,6,2.97,"0.07522","0.95256"
"487","GO:0055010","ventricular cardiac muscle tissue morpho...",43,5,2.28,"0.07594","0.61770"
"488","GO:0048536","spleen development",43,5,2.28,"0.07594","0.99289"
"489","GO:0045887","positive regulation of synaptic assembly...",43,5,2.28,"0.07594","0.25659"
"490","GO:0006032","chitin catabolic process",19,3,1.01,"0.07665","0.58095"
"491","GO:0014883","transition between fast and slow fiber",19,3,1.01,"0.07665","0.43011"
"492","GO:0032757","positive regulation of interleukin-8 pro...",19,3,1.01,"0.07665","0.63659"
"493","GO:2000726","negative regulation of cardiac muscle ce...",19,3,1.01,"0.07665","0.29949"
"494","GO:0060037","pharyngeal system development",19,3,1.01,"0.07665","0.10075"
"495","GO:0042221","response to chemical",2872,185,152.53,"0.07683","0.85493"
"496","GO:0043408","regulation of MAPK cascade",442,23,23.47,"0.07761","0.87182"
"497","GO:0021545","cranial nerve development",51,9,2.71,"0.07773","0.61384"
"498","GO:0007264","small GTPase-mediated signal transductio...",292,14,15.51,"0.07800","0.87545"
"499","GO:1900271","regulation of long-term synaptic potenti...",31,6,1.65,"0.07829","0.99260"
"500","GO:0030856","regulation of epithelial cell differenti...",66,7,3.51,"0.07853","0.36279"
"501","GO:0060043","regulation of cardiac muscle cell prolif...",25,4,1.33,"0.07877","0.61741"
"502","GO:0032528","microvillus organization",26,3,1.38,"0.07907","0.80302"
"503","GO:0007259","receptor signaling pathway via JAK-STAT",75,5,3.98,"0.07924","0.91994"
"504","GO:0030520","intracellular estrogen receptor signalin...",39,3,2.07,"0.07927","0.82708"
"505","GO:0035883","enteroendocrine cell differentiation",39,3,2.07,"0.07927","0.88839"
"506","GO:0044273","sulfur compound catabolic process",31,4,1.65,"0.07964","0.74647"
"507","GO:1903792","negative regulation of monoatomic anion ...",31,4,1.65,"0.07964","0.97425"
"508","GO:0072359","circulatory system development",800,42,42.49,"0.07972","0.56048"
"509","GO:0032956","regulation of actin cytoskeleton organiz...",250,12,13.28,"0.08140","0.90437"
"510","GO:0007417","central nervous system development",821,81,43.6,"0.08226","0.39223"
"511","GO:0007399","nervous system development",2070,158,109.94,"0.08361","0.90925"
"512","GO:0051259","protein complex oligomerization",408,26,21.67,"0.08500","0.90553"
"513","GO:0046685","response to arsenic-containing substance",36,4,1.91,"0.08671","0.96200"
"514","GO:0032835","glomerulus development",47,6,2.5,"0.08676","0.80698"
"515","GO:0019731","antibacterial humoral response",20,3,1.06,"0.08677","0.85813"
"516","GO:0035293","chitin-based larval cuticle pattern form...",20,3,1.06,"0.08677","0.77791"
"517","GO:0043050","nematode pharyngeal pumping",66,6,3.51,"0.08728","0.60643"
"518","GO:0007566","embryo implantation",32,4,1.7,"0.08738","0.34696"
"519","GO:0061098","positive regulation of protein tyrosine ...",45,5,2.39,"0.08858","0.86751"
"520","GO:0031668","cellular response to extracellular stimu...",275,12,14.61,"0.08873","0.49821"
"521","GO:0009636","response to toxic substance",533,38,28.31,"0.08917","0.12991"
"522","GO:0001655","urogenital system development",330,24,17.53,"0.09255","0.84093"
"523","GO:0001501","skeletal system development",281,26,14.92,"0.09309","0.98292"
"524","GO:0032353","negative regulation of hormone biosynthe...",23,8,1.22,"0.09370","0.95303"
"525","GO:0048645","animal organ formation",74,10,3.93,"0.09393","0.89096"
"526","GO:0048644","muscle organ morphogenesis",76,8,4.04,"0.09465","0.73421"
"527","GO:0010447","response to acidic pH",21,5,1.12,"0.09468","0.78139"
"528","GO:0008544","epidermis development",235,20,12.48,"0.09477","0.91710"
"529","GO:0045944","positive regulation of transcription by ...",715,46,37.97,"0.09499","0.99602"
"530","GO:0070613","regulation of protein processing",59,5,3.13,"0.09536","0.99888"
"531","GO:0071910","determination of liver left/right asymme...",10,2,0.53,"0.09550","0.78852"
